TASK_EXPIRED_TITLE |= 과제 만료
MissingTask3Desc |= 터프우드에서 깊이에 관계없이 마지막 방으로 이동하여 실종된 소를 구조하세요.
ClearWeedsTaskName |= 윌로우다운 농장 정리
ClearWeeds1 |= 주석 낫을 ☎9 에 구입하기
ClearWeeds1Desc |= 마을 잡화점 왼쪽 상단 판매부스에서 물건을 팔아 캔들위치 마을 잡화점에서 돈을 모으세요. 페스티벌 그린의 레모네이드 가판대를 이용해 돈을 모을 수도 있습니다.
ClearWeeds2 |= 주석 낫 구매
ClearWeeds2Desc |= 캔들위치 마을의 대장간에서 낫을 구입하세요.
ClearWeeds3 |= 농장의 잡초 제거
ClearWeeds3OnFarm |= 농장의 잡초 제거 (<VAR1>남음)
ClearWeeds3Desc |= 낫으로 농장의 잡초를 제거하세요. 이것들은 집 옆의 작은 벽으로 둘러싸인 땅에 있습니다. 그러면 여러분은 빌 삼촌의 물통을 회수할 수 있습니다!
ThatterwayTutorial |= 작업 탭에서 '윌로우다운 농장 정리' 작업을 강조 표시하고 새터웨이 설정을 누릅니다.
ThatterwayTutorial2 |= <thatterway>을 누르고 목적지까지 따라갑니다. 
BuildShedTitle |= 도구 창고 만들기
BuildShedDesc |= 커스터마이징 테이블과 상호작용하고 카탈로그를 엽니다. 도구 창고를 찾아 부지에 배치하세요. 필요한 자재를 확인할 수 있는 팝업이 나타납니다. 필요에 따라 작업자를 추가하고 건축을 시작하세요.\n빌드를 완료하는 데 몇 시간, 때로는 며칠이 걸리므로 도우미의 에너지를 확인하세요. 에너지가 부족하면 작업 속도가 느려집니다.\n작업이 완료되면 알림이 표시되고 리본과 가위 표시가 나타납니다. 상호작용하여 리본을 자르고 사랑스러운 새 도구 창고를 공개하세요!
PaintHouseTitle |= 집 내부 벽 페인트 칠하기
PaintHouseDesc |= 커스터마이징 테이블을 사용하여 내부를 칠하세요. 집 영역을 선택한 다음 버튼을 클릭하거나 게임패드에서 X를 눌러 카탈로그를 엽니다. 벽 탭으로 이동하여 일반 벽을 선택합니다. 벽 색상을 선택한 다음 집에 있는 기존 벽 위에 그림을 그립니다. 지금은 벽만 칠할 수 있지만 이 도구를 사용하면 나중에 벽을 만들고 제거할 수 있습니다.
BuildCompostTitle |= 퇴비 더미 만들기
BuildCompostDesc |= 커스터마이징 테이블을 사용하여 퇴비 더미를 만들어보세요.
JamCompTitle |= 잼 대회
JamCompDesc |= 페스티벌 그린으로 가서 이벤트 마스터와 대화하세요. 그는 당신에게 모든 세부 사항을 말해 줄 겁니다.
EndorsementTitle |= 포피힐에 접근 권한 얻기
Endorsement1 |= 슈에 가서 노부인에게 말을 걸어보세요.
Endorsement1Desc |= 보증을 받는 것에 대해 슈의 노부인에게 가서 이야기해 보세요. 홈스테드의 상단 모퉁이에 있는 동굴을 따라 직진하세요.
Endorsement2 |= 슈에 외양간을 짓기
Endorsement2Desc |= 슈에서 표지판과 상호작용하고 외양간을 건설하세요. 건설을 시작하려면 표시된 자원이 필요합니다.
Endorsement3 |= 노부인에게 돌아가기
Endorsement3Desc |= 슈에 사는 노부인과 대화하여 보증을 받으세요.
Endorsement4 |= 포피힐 경비와 대화하기
Endorsement4Desc |= 포피힐 다리의 경비와 대화하세요.
FixMoonBridgeTitle |= 부러진 다리 수리하기
FixMoonBridgeDesc |= 표지판과 상호 작용하여 필요한 자원이 무엇인지 확인하고 다리를 고칩니다.
TourTirNaNogTitle |= 티르 나 노그 유람
TourTirNaNogDesc |= 티르 나 노그 주변을 둘러보고 글래디스로부터 약간의 지식을 얻기 위해 표시된 5개의 위치를 찾아보세요.
TourTirNaNogPinned |= 티르 나 노그 <VAR1>/<VAR2>지역 둘러보기
VisitMarshTitle |= 윙윙 정원에 있는 마슈티트 만나기
VisitMarsh1 |= 윙윙 정원에 있는 마슈티트를 방문하세요.
VisitMarsh1Desc |= 리버무어를 지나 서쪽으로 가서 멜로우필즈 안식처로 향하세요.\n마쉬티트는 윙윙 정원에 살고 있으며 원예의 달인입니다. 커닝 플롯에서 베그 라니와 켄 틸러 사이의 지역 분쟁으로 인해 진행이 중단될 수 있습니다....
VisitMarsh2 |= 토템 파괴하기
VisitMarsh2Desc |= 토템이 노출되기 전에 균열을 제거하여 토템을 파괴하세요. 균열 포털과 상호작용하여 파괴되면 토템으로 이동하여 그 아래 포털로 들어가세요. 검을 소지해야 하며 다른 무기는 사용할 수 없습니다!
VisitMarsh3 |= 마슈티트와 대화하기
VisitMarsh3Desc |= 이제 토템이 사라졌으니 마스터 정원사 마슈티트와 대화하세요.
InfernalNoiseTitle |= 지옥의 소음
InfernalNoise1 |= 코퍼팟의 게시판 읽기
InfernalNoise1Desc |= 특별한 임무가 기다리고 있습니다. 두 배의 시간으로 코퍼팟으로 향하세요.
InfernalNoise2 |= 리릭과 대화하기
InfernalNoise2Desc |= 슁글스 위쪽의 철길에서 리릭을 만나세요.
InfernalNoise3 |= 깊은 광산의 드러머 찾기
InfernalNoise3Desc |= 깊은 광산으로 들어가 북소리의 출처를 찾아보세요. 리릭이 유령을 찾을 거라고 했으니 옵스큐라가 도움이 될 거예요.
InfernalNoise4 |= 잼미 핸드브릭스 찾기
InfernalNoise4Desc |= 커닝 플롯 근처에서 멜로우광산을 괴롭힌다는 소문이 있는 잼미 핸드브릭스를 찾아보세요.
InfernalNoise5 |= 셰 롱 찾기
InfernalNoise5Desc |= 매장지에 유령이 출몰한다는 셰 롱을 찾으세요.
InfernalNoise6 |= 리릭과 대화하기
InfernalNoise6Desc |= 철길로 돌아가 리릭과 재회 장소에 대해 이야기해 보세요.
InfernalNoise7 |= 페스트필드 음악 무대 수리하기
InfernalNoise7Desc |= 콘서트가 열리기 전에 무대를 수리해야 합니다.
InfernalNoise8 |= 미드나잇 뮤직 페스티벌 참석하기
InfernalNoise8Desc |= 드루이다의 날이 끝나는 자정에 무대로 가서 리릭과 대화하세요.
InfernalNoiseNoticeboardTitle |= 지옥의 소음
InfernalNoiseNoticeboardDesc |= 자세한 내용은 가사를 참조하세요.
GreenChildrenTitle |= 그린 칠드런 찾기
GreenChildren1 |= 그린 칠드런 찾기 <VAR1>/10
GreenChildren1Desc |= 루트마더의 책에서 그린 칠드런을 찾을 수 있는 단서를 찾아보세요.
GreenChildren2 |= 루트마더에게 돌아가기
GreenChildren2Desc |= 에버그린의 루트마더에게 돌아가 보상을 받으세요.
FindMouldTitle |= 보팔 검 몰드 찾기
FindMould1 |= 락 전문가와 대화하기
FindMould1Desc |= 락 전문가를 만나보세요. 헤비메탈을 만들 수 있는 사람... 도움을 줄 수 있는 사람이 있을지도 모르지만, 계속 장황하게 설명하지는 않겠습니다.
FindMould2 |= 보이드에서 우주의 종을 울리기
FindMould2Desc |= 보이드의 올바른 위치로 이동하여 우주의 종을 사용하세요. 바로 위에 있습니다!
FindMould3 |= 서클 북쪽 다리 수리
FindMould3Desc |= 서클의 북쪽 지점으로 이동하여 그곳에 다리를 수리하세요. 메테오리트가 있는지 확인하세요.
FindMould4 |= 보팔 검 몰드 찾기
FindMould4Desc |= 파인셰이드를 수색하여 몰드를 어디서 구할 수 있는지 알아보세요. 이는 마치 거대한 나무가 우거진 안식처에서 솔잎을 찾는 것과 같을 수 있습니다. 누군가에게 단서를 물어볼 수만 있다면 말이죠. 주민들이 다 죽어서 안타깝네요...
FindMould5 |= 상자 열기
FindMould5Desc |= 코드 668로 동굴에 있는 상자를 열고 책을 읽어보세요. 조심하세요!
FindMould6 |= 무덤에 들어가서 나나를 처치하기
FindMould6Desc |= 무덤에 들어가서 발을 끄는 나나를 찾으세요.\n그녀가 모습을 드러내면 재빨리 마늘을 그녀에게 던져주세요.\n실패하면 당신은 죽고 무덤 밖에서 부활합니다.

BumbabloopfnoopTamingTitle |= 범바블룹프눕 키우기
BumbabloopfnoopTaming1 |= 스테이지 1
BumbabloopfnoopTaming1Desc |= 티르 나 노그의 보육원에 있는 범바블룹프눕 아기에게 수분을 줄 수 있는 무언가를 풀어주세요. 아마 벌같은 것일걸요? 어른들이 전투에서 당신을 치료하고, 식물에 비료를 주고, 맛있는 우유를 줄 수 있기 때문에 그만한 가치가 있을 수 있습니다!
BumbabloopfnoopTaming2 |= 스테이지 2
BumbabloopfnoopTaming2Desc |= 어둠과 관련된 보라색 열매를 범바블룹프눕 보육원에 던집니다.
BumbabloopfnoopTaming3 |= 스테이지 3
BumbabloopfnoopTaming3Desc |= 범바블룹프눕 보육원에 달콤하고 끈적하며 맛있는 것을 부어서 범바블룹프눕 아기를 땅속에서 나오도록 끌어내세요.

Bumbabloopfnoop_Fairy_Intro |= 오! 안녕, 펠의 아이야! 거기 있는 줄 몰랐어! 완전히 정신이 팔려서. 지금 이 작은 덩어리가 너무 걱정돼.
Bumbabloopfnoop_Fairy_Intro |= 룸펫티 범프가 뭘까? 왜, 아기 범바블룹프눕이잖아! 뭉쳐서 자라는데, 버지바디들이 모두 윙윙거리지 않아서 이 묘목은 더 이상 커지지 않고 있어.
Bumbabloopfnoop_Fairy_Intro |= 도와주고 싶다고? 휘! 정말 친절하구나! 하지만 범바블룹프눕의 충성심은 나이가 들수록 커진다는 걸 말해주고 싶네. 도와주면 내 아기 중 한 마리가 평생 너에게 충성할 거야! 그리고 귀엽게 생겼지만, 전투에서 훌륭한 동료가 될 수 있지 - 치유력이 있거든!
Bumbabloopfnoop_Fairy_Intro |= 아기 범프를 받을 마음이 있어?
Bumbabloopfnoop_Fairy_1 |= 버지바디는 아기들이 깨어날 때까지 아기들 주위를 윙윙거리곤 했어. 여기 범바블룹프눕 보금자리에서 그 일을 할 수 있는 무엇이든 가져올 수 있을까? 꿀벌 중 하나라도?
Bumbabloopfnoop_Fairy_1_Success |= 와 경이로워라! 아기가 깨어났어! 미스티 문처럼 창백해 보이는데... 보라색에 보라색을 더할 수 있도록 어두운 과일을 좀 가져다 줄 수 있을까?
Bumbabloopfnoop_Fairy_1_Failed |= 흠. 정말 친절하지만 효과가 없는 것 같네. 이제 그만 돌아가서 다른 것을 가져와야 할 것 같아!
Bumbabloopfnoop_Fairy_2_Success |= 오오오, 아기가 싹이 트고 색깔이 좋아졌어!
Bumbabloopfnoop_Fairy_2_Success |= 멋지네! 이제 내일까지 쉬면서 끈적끈적하고 맛있는 음료를 마셔야 땅속에서 싹을 틔울 수 있을 거야.
Bumbabloopfnoop_Fairy_2_Failed |= 노피 도피, 아직 너무 창백해. 밤에 열매를 찾아봤어? 그때는 더 어두워.
Bumbabloopfnoop_Fairy_3_Success |= 반짝반짝! 너만의 범바블룹프눕을 키웠구나. 이 녀석은 여러 세대에 걸쳐 너와 너의 가족에게 충성할 거야. 몬스터와의 전투에서 너를 도와주고, 식물에 비료를 주며, 루피두 호수 이쪽에서 가장 맛있는 우유를 생산할 테지. 잘 가, 내 리클 피클! 행운을 빌어, 펠의 아이야!
Bumbabloopfnoop_Fairy_3_Failed |= 충분히 맛있지 않은 것 같아. 정말 끈적끈적하고 맛있는 음식이어야해. 정말 맛있는 현지 농산물이 있을까?

BefriendTitle |= 워젤 스크럼피와 친구가 되어보세요
BefriendDesc |= 선물을 주거나 호의를 베풀어 워젤 스크럼피의 우정 레벨을 올리세요.\n오늘의 첫 번째 선물에만 FP가 부여되며, 아이템을 선물할 때 사람들이 전하는 소문이나 운이 좋거나 나쁘거나 좋아하는 아이템을 선물할 때 사람들의 좋아요와 싫어요를 조심하세요! 네드는 이미 아빠가 사과, 파이크, 캔디 토끼를 좋아한다고 말했어요. 워젤은 농장과 드루다의 교차로 남쪽의 테스티 에이커에 살고 있습니다.

MeetPriestTitle |= 러버우드의 대사제 만나기
MeetPriestDesc |= 러버우드로 가서 대사제와 대화하여 그의 역할에 대해 자세히 알아보세요.
MarriageRecipe |= 러버우드에서 사제를 만나 조리법을 얻으세요.
Day6MarriageStep |= 신선한 새 당신과 나 파이 굽기
Day7MarriageStep |= 당신 과 나 파이를 러버우드의 대사제에게 주기
Day7BandStep |= 약혼자에게 바인딩 밴드를 전달하세요!

VisitSiblingTitle |= 당신의 형제를 만나기
VisitSiblingDesc |= 하루가 끝나면 북쪽으로 떠나기 전에 페스티벌 그린의 중심에 있는 형제와 이야기하세요.

GotFilifryth_Heading |= 필리프리스가 당신을 좋아합니다!
GotFilifryth_Content |= 이제 당신이 지휘할 수 있습니다.
