GEN_NPC_STORY_TRADER_INTRO_1_GENERIC |= 안녕하세요! 만나서 반갑습니다. 제 이름은 {FULLNAME}입니다. 최근에 지역 잡화점을 인수했으니 많은 성원 부탁드립니다!
GEN_NPC_STORY_BLACKSMITHCOUNTER_START_BOASTFUL_2 |= 당신은 모험가이고, 꽤 괜찮은 모험가인 것 같군요. 몬스터와 싸워서 제 무기를 더 많이 만들어 주시겠어요? 사람들이 이 무기의 놀라운 성능을 알게 된다면 분명 구매할 거예요. '오늘 한 조각의 품질을 얻으십시오' 또는 '나머지보다 한 발 앞서십시오'와 같은 일종의 슬로건도 가질 수 있습니다.
GEN_NPC_STORY_BLACKSMITHCOUNTER_TASK_NAME_BOASTFUL_2 |= 몬스터 20 마리 처치하기
GEN_NPC_STORY_BLACKSMITHCOUNTER_TASK_DESC_BOASTFUL_2 |= 모든 전투 구역에서 모든 유형의 몬스터 20 마리 처치. 전투 중 맨 오른쪽에 있는 카운터에 진행 상황이 표시됩니다.
GEN_NPC_STORY_BLACKSMITHCOUNTER_END_BOASTFUL_2 |= 돌아온 것을 환영합니다, 슬레이어! 당신은 진정한 친구이고 나는 당신의 반대편에 서고 싶지 않습니다!

GEN_NPC_STORY_BLACKSMITHCOUNTER_START_QUIRKY_1 |= 여러 종류의 광석을 시도해봤지만 성공할 수 없어요. 계속 시도해봐야겠어요. 고무 망치를 사용하지 않으면 도움이 될 것 같아요.
GEN_NPC_STORY_BLACKSMITHCOUNTER_TASK_NAME_QUIRKY_1 |= {FULLNAME}에게 섀더리스 광석 3개 선물하기
GEN_NPC_STORY_BLACKSMITHCOUNTER_TASK_DESC_QUIRKY_1 |= 채팅 또는 대화창을 통해 모든 품질의 셰더브리스 광석 3개를 선물하세요.
GEN_NPC_STORY_BLACKSMITHCOUNTER_END_QUIRKY_1 |= 완벽하게 작동했습니다, 고마워요. 여기 이 여분의 광석을 가져가세요, 이걸로 만들 수 없으니 그냥 가져가세요. 저 광석을 잘 보세요, 모양이 바뀌지 않도록 하는 속성이 있는 것 같아요!

GEN_NPC_STORY_BLACKSMITHCOUNTER_START_QUIRKY_2 |= 여러 종류의 광석을 시도해봤지만 성공할 수 없어요. 계속 시도해봐야겠어요. 고무 망치를 사용하지 않으면 도움이 될 것 같아요.
GEN_NPC_STORY_BLACKSMITHCOUNTER_TASK_NAME_QUIRKY_2 |= {FULLNAME}에게 섀더리스 광석 3개 선물하기
GEN_NPC_STORY_BLACKSMITHCOUNTER_TASK_DESC_QUIRKY_2 |= 채팅 또는 대화창을 통해 모든 품질의 셰더브리스 광석 3개를 선물하세요.
GEN_NPC_STORY_BLACKSMITHCOUNTER_END_QUIRKY_2 |= 완벽하게 작동했습니다, 고마워요. 여기 이 여분의 광석을 가져가세요, 이걸로 만들 수가 없어서 그냥 가져가세요. 저 광석을 잘 보세요, 모양이 바뀌지 않도록 하는 속성이 있는 것 같아요!

GEN_NPC_STORY_BLACKSMITHCOUNTER_START_PIOUS_1 |= 당신과 조곤 스승님 같은 분들의 모험 이야기를 들으니, 이제 그만 듣고만 있지 않고 제가 직접 이야기를 들려드리고 싶어요. 저는 청중을 매료시킬 수 있고, 수천 년 동안 모닥불 주위에서 이야기를 들려주는 사람이 되고 싶어요. 그러니 이제 그만 팔겠습니다. 대장간을 반값에 살 수 있을까요? 이렇게 밀어주시면 정말 감사하겠습니다.
GEN_NPC_STORY_BLACKSMITHCOUNTER_TASK_NAME_PIOUS_1 |= 대장간을 반값에 구입하세요.
GEN_NPC_STORY_BLACKSMITHCOUNTER_TASK_DESC_PIOUS_1 |= 상점 카운터의 빨간색 장부와 상호작용하고 구매에 동의하여 {FULLNAME}(이)가 소유한 대장장이를 구입합니다.
GEN_NPC_STORY_BLACKSMITHCOUNTER_END_PIOUS_1 |= 감사합니다! 이제 역사의 페이지와 언어에 제 이름을 남기고 모험을 향해 앞으로 나아가세요!

GEN_NPC_STORY_BLACKSMITHCOUNTER_START_PIOUS_2 |= 당신과 조곤 스승님 같은 분들의 모험 이야기를 들으니, 이제 그만 듣고만 있지 않고 제가 직접 이야기를 들려드리고 싶어요. 저는 청중을 매료시킬 수 있고, 수천 년 동안 모닥불 주위에서 이야기를 들려주는 사람이 되고 싶어요. 그러니 이제 그만 팔겠습니다. 대장간을 반값에 살 수 있을까요? 이렇게 밀어주시면 정말 감사하겠습니다.
GEN_NPC_STORY_BLACKSMITHCOUNTER_TASK_NAME_PIOUS_2 |= 대장간을 반값에 구입하세요.
GEN_NPC_STORY_BLACKSMITHCOUNTER_TASK_DESC_PIOUS_2 |= 상점 카운터의 빨간색 장부와 상호작용하고 구매에 동의하여 {FULLNAME}(이)가 소유한 대장장이를 구입합니다.
GEN_NPC_STORY_BLACKSMITHCOUNTER_END_PIOUS_2 |= 감사합니다! 이제 역사의 페이지와 언어에 제 이름을 남기고 모험을 향해 앞으로 나아가세요!

GEN_NPC_STORY_CHEMISTCOUNTER_INTRO_1_GENERIC |= 안녕하세요. 만나서 반가워요. 저는 약재상 주인입니다. 양조는 제 사업이고 물약은 제 열정입니다.
GEN_NPC_STORY_CHEMISTCOUNTER_INTRO_1_GENERIC |= 잘 만났습니다. 저는 약재상 주인입니다. 상처를 봉합하거나 기침을 치료하고 싶다면 제가 너클베리를 찾아주세요.
GEN_NPC_STORY_CHEMISTCOUNTER_INTRO_1_COMPLAINER |= 안녕하세요. 이 근처에서 오셨나요? 아니요, 이미 이곳이 마음에 들지 않아요. 잔디는 조금 덜 '잔디'이고 물은 덜 '물'이죠.

GEN_NPC_STORY_CHEMISTCOUNTER_INTRO_2_GENERIC |= 저는 다른 사람을 돕고 지식을 전수하는 데 관심이 있습니다. 한 땀의 시간이 아홉을 구한다고 합니다.
GEN_NPC_STORY_CHEMISTCOUNTER_INTRO_2_GENERIC |= 솔직히 말해서 저는 이 일을 처음 시작했지만 항상 배우고 기술을 향상시키려고 노력합니다.
GEN_NPC_STORY_CHEMISTCOUNTER_INTRO_2_BOASTFUL |= 나는 바보가 아니며 터프우드를 제외하고는 어두운 숲에서 몬스터 부품을 기꺼이 얻을 수 있습니다. 저 같은 전문 몬스터 슬레이어에게도 그곳은 너무 무서운 곳이에요.
GEN_NPC_STORY_CHEMISTCOUNTER_INTRO_2_PIOUS |= 저는 의학의 경이로움을 정말 좋아하지만, 신앙의 치유를 굳게 믿습니다. 여신이 모든 허브와 꽃에 자신의 일부를 넣었고, 증류된 믿음이 치유의 힘으로 치료제를 채운다고 생각해요.

GEN_NPC_STORY_CHEMISTCOUNTER_FRIENDLY_1_GENERIC |= 현지인들의 개인 건강과 복지에 대한 안일한 태도에 대해 우려를 표하지 않을 수 없습니다. 같은 질병을 앓고 있는 사람들을 계속 만나게 되죠. 그래도 바쁘긴 하죠!
GEN_NPC_STORY_CHEMISTCOUNTER_FRIENDLY_1_GENERIC |= 제가 작업할 수 있는 현지 재료에 대해 더 많이 알게 되어 정말 기대가 됩니다. 특정 질병이 증가하고 있다는 것을 알았으니 제가 도울 수 있을 것 같아요.
GEN_NPC_STORY_CHEMISTCOUNTER_FRIENDLY_1_JOVIAL |= 꽃에 대해 이야기하게 되어 정말 흥분됩니다. 꽃의 색깔, 향기, 맛을 사랑하면 돼요. 하! 아니요! 실제로는 냄새를 맡지 않고 그냥 먹기만 해요. 하하!
GEN_NPC_STORY_CHEMISTCOUNTER_FRIENDLY_1_QUIRKY |= 그나저나 괴물에 대한 정보가 많아요. 파첸이 눈, 팔, 다리가 하나라는 사실을 알고 계셨나요? 두 개의 인격을 가진 생명체였기 때문에 끊임없이 다투다가 스스로 둘로 나뉘었기 때문이죠! 그리고 워터 해그가 있습니다. 오래전에 익사한 마녀였다가 지금은 물속 은신처에서 복수를 노린다는 설이 있어요.
GEN_NPC_STORY_CHEMISTCOUNTER_FRIENDLY_1_BOASTFUL |= 반갑습니다. 사냥에서 돌아온 지 얼마 안 됐어. 여느 때처럼 몬스터 몇 마리를 쓰러뜨리고 좋은 부속물을 얻었죠. 보여드리고 싶지만 스포일러하고 싶지 않네요. 그래도 충분히 볼 만한 가치가 있는 것들이니 오해하지 마세요.

GEN_NPC_STORY_CHEMISTCOUNTER_FRIENDLY_2_GENERIC |= 당신을 더 알아가게 되어 기쁩니다. 저는 친구를 사귀고 사람들을 도울 때 가장 행복하지만, 환자는 약재상을 떠날 때까지만 친구일 뿐입니다.
GEN_NPC_STORY_CHEMISTCOUNTER_FRIENDLY_2_GENERIC |= 몬스터 부품 등을 얻어야 하지만 솔직히 말해서 조금 조심스러워요. 소수의 작은 괴물은 다룰 수 있지만 가끔씩 나타나는 더 크고 끔찍한 괴물은 싫거든요. 그럼 못을 박아야겠네요!
GEN_NPC_STORY_CHEMISTCOUNTER_FRIENDLY_2_COMPLAINER |= 내가 왜 이곳에서 일해야 하는지 모르겠어요. 현지인들이 그렇게 친절하지 않아요. 제가 그들에게 욕을 하고 심술을 부리는 건 알지만, 제가 아닌 다른 사람을 탓해야 해요.
GEN_NPC_STORY_CHEMISTCOUNTER_FRIENDLY_2_PIOUS |= 사람들이 자신과 우리가 사랑하는 여신에 대해 더 많은 믿음을 가졌다면, 그들을 괴롭히는 질병과 저주에 덜 취약할 것입니다.

GEN_NPC_STORY_CHEMISTCOUNTER_LIKE_1_GENERIC |= 점점 가까워지고 있지 않나요? 뭐 하나 털어놔도 될까요? 저는 사실 의학을 잘하는 편은 아닌 것 같아요. 최선을 다하긴 하지만 복용량을 측정할 수 있는 지식이나 안목이 부족하죠. 언젠가는 누군가를 케이크로 만들 수 있을 거라고 확신합니다!
GEN_NPC_STORY_CHEMISTCOUNTER_LIKE_1_GENERIC |= 가장 끔찍한 질병의 치료제를 만들어서 유명해지면 정말 좋겠어요. 사람들이 제 가게로 몰려와서 돈을 던져줄 거예요. 글쎄요, 실제로 던지진 않겠지만요. 덜 심각한 질병은 주목을 받지 못할 수도 있지만 그것은 탁월함의 대가입니다.
GEN_NPC_STORY_CHEMISTCOUNTER_LIKE_1_QUIRKY |= 아! 여러분께 들려드리고 싶은 이야기가 있어요. 심플우드의 님프들에 관한 이야기입니다. 한 모험가가 다친 님프를 발견하고 불쌍히 여긴 적이 있었어요. 그는 요정을 도와주고 간호하여 건강을 되찾아 주었죠. 요정은 곧 다시 날 수 있게 되었지만 모험가는 그 수고로움에 대한 대가로 놋쇠 1000냥을 청구했습니다. 요정이 벌에 쏘인 것 같네요! 하하! 이 이야기는 마치 무언가에 대한 해설처럼 느껴지네요.
GEN_NPC_STORY_CHEMISTCOUNTER_LIKE_1_JOVIAL |= 상록수에서 자란다는 꽃에 대해 말씀드리고 싶어요. 한 상인이 한 방랑자에게 그런 꽃을 팔았는데, 그는 그 꽃을 귀 뒤로 슬쩍 넣었습니다. 그는 숙녀들이 갑자기 그에게 훨씬 더 관심이 있다는 것을 발견했습니다. 그들은 그를 따라다니며 선물을 주고 토끼 인형도 주었죠. 그는 모든 관심에 너무 지쳐서 옷을 입기로 결심했습니다. 꽃은요? 아, 귀에서 떨어져서 납작해졌어요.
GEN_NPC_STORY_CHEMISTCOUNTER_LIKE_1_BOASTFUL |= 우리가 잘 지내고 있으니 비밀 하나 알려줄게요. 저는 마녀사냥꾼인 매튜 홉킨스와 친분이 있어요. 그는 종종 저에게 독점적으로 좋은 배역을 주기도 하지만 자랑하고 싶지는 않아요. 좋아요, 전 자랑하고 싶어요.

GEN_NPC_STORY_CHEMISTCOUNTER_LIKE_2_GENERIC |= 이제 일상으로 돌아갈 시간이지만, 친구가 되어줘서 고마워요. 마치 노래처럼 들리네요. 순금입니다.
GEN_NPC_STORY_CHEMISTCOUNTER_LIKE_2_GENERIC |= 저는 사람들을 도울 때 무언가를 성취하는 기분이 들어요. 여러분도 그런 기분을 느껴보신 적이 있나요?
GEN_NPC_STORY_CHEMISTCOUNTER_LIKE_2_COMPLAINER |= 이곳 주민들은 건강을 유지하기 위한 모범 사례를 노골적으로 무시하기 때문에 제 도움을 받을 자격이 없습니다. 사람들은 미스테리한 구멍에 손가락을 집어넣거나, 창고 뒤에서 발견한 음식을 먹거나, 서투른 걸음걸이로 작은 페이족 오두막을 짓밟는 것을 더 좋아합니다.
GEN_NPC_STORY_CHEMISTCOUNTER_LIKE_2_PIOUS |= 헌금 의식에 커뮤니티가 더 많이 참여했으면 좋겠어요. 시주할 수 있는 만큼 시주를 하지 않거나 올바른 시주를 하지 않는 사람들이 있을 거예요. 교육은 깨달음으로 이어지고 새사람으로 거듭나는 데 부족함이 없습니다.

GEN_NPC_STORY_CHEMISTCOUNTER_START_COMPLAINER_1 |= 생각해 보니, 이 주변 사람들에게 교훈이 필요하다는 결론에 도달했습니다. 비열해 보일 수도 있지만, 그들에게 '문제'를 일으킨다면 그들은 스스로를 더 잘 돌볼지도 모릅니다.
GEN_NPC_STORY_CHEMISTCOUNTER_TASK_NAME_COMPLAINER_1 |= {TARGETNAME}에 구토 특성 부여 + NPC에게 돌아가기
GEN_NPC_STORY_CHEMISTCOUNTER_TASK_DESC_COMPLAINER_1 |= 구토 특성이 있는 아이템을 {TARGETNAME}에게 선물하고 보상을 받으러 돌아옵니다.
GEN_NPC_STORY_CHEMISTCOUNTER_END_COMPLAINER_1 |= 제 과잉 반응에 대해 미안하게 생각합니다. 동생인 괜찮아 윌의 호의를 되찾기 위해 가격을 조금 낮춰야겠어요.

GEN_NPC_STORY_CHEMISTCOUNTER_START_COMPLAINER_2 |= 여기 사람들이 정말 건강해졌으면 좋겠어요. 항병 효과가 있는 아이템을 주실 수 있을까요? 그러면 빛을 보고 기분이 좋아질 거예요!
GEN_NPC_STORY_CHEMISTCOUNTER_TASK_NAME_COMPLAINER_2 |= {TARGETNAME}에 역병 방지 특성 적용 + 반환
GEN_NPC_STORY_CHEMISTCOUNTER_TASK_DESC_COMPLAINER_2 |= 질병 방지 특성이 있는 아이템을 {TARGETNAME}에게 선물합니다.
GEN_NPC_STORY_CHEMISTCOUNTER_END_COMPLAINER_2 |= 언젠가는 모두 혜택을 받게 될 것입니다! 감사합니다.

GEN_NPC_STORY_CHEMISTCOUNTER_START_JOVIAL_1 |= 다른 영역에 놀랍고 마법 같은 꽃이 있다고 들었어요. 그곳은 에버그린이라고 불리는 곳이에요. 그곳에는 드라이아드와 이상한 식물들이 가득하다고 해요. 그런 곳에서 아름다운 꽃을 가져온다면 꿈만 같을 거예요.
GEN_NPC_STORY_CHEMISTCOUNTER_TASK_NAME_JOVIAL_1 |= {FULLNAME}에게 5 별 율리시스 선물하기
GEN_NPC_STORY_CHEMISTCOUNTER_TASK_DESC_JOVIAL_1 |= 의뢰한 NPC에게 5 별 율리시스를 선물합니다.
GEN_NPC_STORY_CHEMISTCOUNTER_END_JOVIAL_1 |= 선물해줘서 고마워요. 정말 아름다워요! 보상으로 저희가 직접 만든 꽃을 가져왔어요.

GEN_NPC_STORY_CHEMISTCOUNTER_START_JOVIAL_2 |= 저는 아까 큰 깨달음을 얻었습니다. 저는 꽃을 너무나도 사랑하지만 평생 꽃을 자르고 부수며 살아왔어요. 어떻게 그럴 수 있을까요? 이제는 꽃을 파괴하는 대신 꽃을 가꾸기 시작해야 할 때입니다. 제 약초를 사주시면 정말 도움이 될 거예요. 50% 할인된 가격에 구매하실 수 있습니다. 어떠세요?
GEN_NPC_STORY_CHEMISTCOUNTER_TASK_NAME_JOVIAL_2 |= 약재상 반값에 구입하세요.
GEN_NPC_STORY_CHEMISTCOUNTER_TASK_DESC_JOVIAL_2 |= 상점 카운터의 빨간색 장부와 상호작용하고 구매에 동의하여 {FULLNAME}(이)가 소유한 약재상을 구입합니다.
GEN_NPC_STORY_CHEMISTCOUNTER_END_JOVIAL_2 |= 진정한 친구. 새로운 기업을 즐겨보세요. 스타 상점 기업! 이제 과감히 도전하여 성공으로 이끄세요!

GEN_NPC_STORY_CHEMISTCOUNTER_START_BOASTFUL_1 |= 제 친구인 마녀사냥꾼을 만나서 몇 가지 일을 해보셔야 합니다. 보통 홈스테드 선술집에서 그를 만날 수 있어요. 그는 약간 무뚝뚝하지만 확실히 자신의 일에 대해 잘 알고 있어요. 그와 조곤이 한판 붙는다고 상상해 보세요! 어쨌든, 그를 만나러 갔다가 다시 오세요.
GEN_NPC_STORY_CHEMISTCOUNTER_TASK_NAME_BOASTFUL_1 |= 마녀사냥꾼 현상금 2개 클리어 + 복귀
GEN_NPC_STORY_CHEMISTCOUNTER_TASK_DESC_BOASTFUL_1 |= 농가 선술집의 마녀 사냥꾼과 대화하여 그가 선택한 현상금 2개를 받으십시오. 성공적으로 완료한 후 {FULLNAME}에게 돌아갑니다.
GEN_NPC_STORY_CHEMISTCOUNTER_END_BOASTFUL_1 |= 아, 잘했어. 옛날에는 몬스터를 쉽게 때려잡을 수 있었지. 요즘은 몬스터가 더 강해져서 다치는 사람이 점점 더 많아졌어요. 그런 사람들을 치료하는 데 집중해야 할 것 같아요. 여기 내 옛날 사냥 장비 가져가서 다치면 날 찾아와요.

GEN_NPC_STORY_CHEMISTCOUNTER_START_BOASTFUL_2 |= 내 사랑을 원한다면, 네가 쟁취해야 할 거야. 네가 나만큼 몬스터 처치에 능숙한지 알고 싶어. 최고급 몬스터를 잡아오면 기꺼이 내 빵을 나눠줄게요. 은유적인 의미에서 말이죠.
GEN_NPC_STORY_CHEMISTCOUNTER_TASK_NAME_BOASTFUL_2 |= {FULLNAME}에게 5 별 몬스터 부속물을 선물합니다.
GEN_NPC_STORY_CHEMISTCOUNTER_TASK_DESC_BOASTFUL_2 |= 어떤 품질의 몬스터 부위든 {FULLNAME}에게 선물하세요.
GEN_NPC_STORY_CHEMISTCOUNTER_END_BOASTFUL_2 |= 잘했어요! 감사드리며 추가 텍스트는 필요하지 않습니다.

GEN_NPC_STORY_CHEMISTCOUNTER_START_QUIRKY_1 |= 부탁이 있어요. 제가 진행 중인 실험을 위해 최고급 님프 윙이 필요해요. 좀 구해줄 수 있을까요? 심플우드에 깊숙이 들어가야 할지도 모르지만, 많이 구해주시면 좋겠어요. 게다가 넌 완벽주의자니까 해낼 거라 믿어.
GEN_NPC_STORY_CHEMISTCOUNTER_TASK_NAME_QUIRKY_1 |= {FULLNAME}에게 5 별 님프 날개 선물하기
GEN_NPC_STORY_CHEMISTCOUNTER_TASK_DESC_QUIRKY_1 |= 완료자에게 5 별 님프 날개를 선물하세요. 더 높은 별 등급을 받으려면 심플우드의 가장 깊은 곳으로 가세요.
GEN_NPC_STORY_CHEMISTCOUNTER_END_QUIRKY_1 |= 고마워요! 의사가 주문한 대로입니다. 감사의 뜻으로 여분의 부품을 가져가세요.

GEN_NPC_STORY_CHEMISTCOUNTER_START_QUIRKY_2 |= 이상한 꽃을 계속 꿈꿔요. 그리고 그 꿈에서 당신이 꽃을 따는 모습이 보여요. 덤불로 만든 키 큰 남자들이 보여요. 가장 순수한 물의 분수도 보여요. 그리고 당신이 꽃을 가져다 주면 내 마음이 녹아요. 제 꿈을 이뤄줄 수 있을까요?
GEN_NPC_STORY_CHEMISTCOUNTER_TASK_NAME_QUIRKY_2 |= {FULLNAME}에게  별 페이의 꽃을 선물합니다.
GEN_NPC_STORY_CHEMISTCOUNTER_TASK_DESC_QUIRKY_2 |= 모든 페이 왕국에서 획득한 5 별 페이 꽃 {FULLNAME}을 선물합니다.
GEN_NPC_STORY_CHEMISTCOUNTER_END_QUIRKY_2 |= 당신은 꿈을 꾸는 사람입니다. 밤에 눈을 감으면 고개를 끄덕이며 당신을 생각하겠소.

GEN_NPC_STORY_CHEMISTCOUNTER_START_PIOUS_1 |= 약 가방을 싸서 더 경건한 삶을 살아야 할 때가 왔다고 느낍니다. 자연 속에서 더 많은 시간을 보내며 우리 인생의 멋진 부지에 대해 생각해야겠어요. 원하신다면 반값에 사업을 넘겨드릴 수도 있어요. 안타깝게도 저에게서 구입하는 것이 당신의 할 일 목록에서 이것을 체크 할 수있는 유일한 방법이므로 어떻게 생각하십니까, 친애하는 친구?
GEN_NPC_STORY_CHEMISTCOUNTER_TASK_NAME_PIOUS_1 |= 약재상을 반값에 구매합니다.
GEN_NPC_STORY_CHEMISTCOUNTER_TASK_DESC_PIOUS_1 |= 상점 카운터의 빨간색 장부와 상호작용하고 구매에 동의하여 {FULLNAME}(이)가 소유한 약재상을 구입합니다.
GEN_NPC_STORY_CHEMISTCOUNTER_END_PIOUS_1 |= 감사합니다. 아, 경배와 성찰의 삶이군. 내 사랑, 당신에겐 기미 크림을 섞어 바르는 삶이죠. 그래도 언제든 팔 수 있겠지!

GEN_NPC_STORY_CHEMISTCOUNTER_START_PIOUS_2 |= 약 가방을 싸서 더 경건한 삶을 살아야 할 때가 왔다고 느낍니다. 자연 속에서 더 많은 시간을 보내며 우리 인생의 멋진 부지에 대해 생각해야겠어요. 원하신다면 이 사업을 반값에 넘겨드릴 수도 있어요. 안타깝게도 저에게서 구입하는 것이 당신의 할 일 목록에서 이것을 체크 할 수있는 유일한 방법이므로 어떻게 생각하십니까, 친애하는 친구?
GEN_NPC_STORY_CHEMISTCOUNTER_TASK_NAME_PIOUS_2 |= 약재상을 반값에 구입하세요.
GEN_NPC_STORY_CHEMISTCOUNTER_TASK_DESC_PIOUS_2 |= 상점 카운터의 빨간색 장부와 상호작용하고 구매에 동의하여 {FULLNAME}(이)가 소유한 약재상을 구입합니다.
GEN_NPC_STORY_CHEMISTCOUNTER_END_PIOUS_2 |= 감사합니다. 아, 경배와 성찰의 삶이군. 내 사랑, 당신에겐 기미 크림을 섞어 바르는 삶이죠. 그래도 언제든 팔 수 있겠지!

GEN_NPC_STORY_VALE_INTRO_1_GENERIC |= 안녕하세요, 만나서 반가워요. 여기 멋지지 않나요? 활기차고 다채롭네요. 공기가 상쾌하네요.
GEN_NPC_STORY_VALE_INTRO_1_GENERIC |= 만나서 반갑습니다. 윌로우다운 농장의 주인이신가요? 가끔 엿듣는 걸로 당신에 대해 많이 들었습니다.
GEN_NPC_STORY_VALE_INTRO_1_PIOUS |= 환영합니다. 새로운 얼굴은 언제나 반갑습니다. 드루이다가 당신과 당신의 가족에게 미소를 짓길 바랍니다.

GEN_NPC_STORY_VALE_INTRO_2_GENERIC |= 어렸을 때부터 항상 베일로 이사하고 싶었는데, 드디어 이곳에 오게 되었습니다.
GEN_NPC_STORY_VALE_INTRO_2_GENERIC |= 이곳의 구석구석을 이미 다 알고 있는 것 같습니다. 카우팟 농장부터 크럼블초크 광산까지. 이곳은 모든 것을 갖춘 안식처예요.
GEN_NPC_STORY_VALE_INTRO_2_JOVIAL |= 계곡은 정말 광활하고 아름답습니다. 모든 곳을 탐험하고 싶어요. 오래된 떡갈나무 아래 라벤더 사이에서 피크닉을 즐기고 싶어요.
GEN_NPC_STORY_VALE_INTRO_2_COMPLAINER |= 베일이 제가 들은 소문에 걸맞은 모습을 보여주길 바랍니다. 어딘가의 매력에 대한 과장된 이야기보다 더 실망스러운 것은 없으니까요.

GEN_NPC_STORY_VALE_FRIENDLY_1_GENERIC |= 베일은 너무 넓어서 벅찰 수 있습니다. 가끔은 마을의 번잡함이 너무 버거워서 한적한 곳을 찾아야 할 때가 있어요.
GEN_NPC_STORY_VALE_FRIENDLY_1_GENERIC |= 안녕, 친구. 나보다 이 지역에 더 오래 있었군. 내가 어디를 방문해야 할 것 같아? 숨겨진 보석이나 비밀의 숲이 있나요?
GEN_NPC_STORY_VALE_FRIENDLY_1_BOASTFUL |= 저는 베일 주변을 하이킹하며 이곳의 랜드마크 몇 곳을 방문하기 시작했죠. 허바드 할머니의 정원은 정말 볼만한 곳이에요. 저도 할머니처럼 농작물을 키우고 싶어요. 그리고 그녀의 집에서 나는 냄새는 정말 꿈만 같아요. 그 여자는 요리를 할 수 있습니다! 하지만 그녀가 키우는 개는 저를 방해합니다.
GEN_NPC_STORY_VALE_FRIENDLY_1_COMPLAINER |= 북문에 있는 커다란 나무 울타리는 뭐죠? 다른 마을에 비해 너무 크고 위압적으로 보이는데요. 무언가를 막기 위한 건가요, 아니면 무언가를 막기 위한 건가요? 눈에 거슬려요.
GEN_NPC_STORY_VALE_FRIENDLY_1_QUIRKY |= 최근에 몇 가지를 봤어요. 아직 확실한 것은 아니지만, 분명 어떤 종류의 유령 활동을 봤어요. 어두워진 후에 용기를 내서 묘지를 방문해야겠어요. 초자연적인 것을 좋아하지만 고대 신앙에 나오는 고대 죽은 사람들은 저를 소름 끼치게 하거든요. 농담이 아니죠!

GEN_NPC_STORY_VALE_FRIENDLY_2_GENERIC |= 아직 제대로 가보지 못한 곳이 몇 군데 있습니다.
GEN_NPC_STORY_VALE_FRIENDLY_2_GENERIC |= 제가 아직 발견하지 못한 또 어떤 이상한 것들이 있는지 궁금하네요.
GEN_NPC_STORY_VALE_FRIENDLY_2_JOVIAL |= 모스위스퍼 유적의 웅덩이는 정말 고요합니다. 나무 아래 앉아 하루 종일 물을 바라보며 깊은 생각에 잠긴 나무 보초병들과 함께 시간을 보낼 수 있을 것 같았어요. 지나간 시대를 그리워하게 되죠. 더 많은 사람들과 그 느낌을 공유할 수 있었으면 좋겠어요.
GEN_NPC_STORY_VALE_FRIENDLY_2_PIOUS |= 페스티벌 그린은 우드펠로우의 영광을 만끽하며 시간을 보내기에 멋진 장소입니다. 맑은 날에는 카우팟 농장 건너편에서 하늘로 솟아오른 우드펠로우를 볼 수 있습니다. 이곳에 사는 사람들에게 이곳이 아름다운 신들의 관문이라는 것을 상기시켜 줍니다.

GEN_NPC_STORY_VALE_LIKE_1_GENERIC |= 베일을 더 많이 탐험해봤는데, 정말 흥미진진한 곳입니다. 당신만큼이나 흥미진진하군요!
GEN_NPC_STORY_VALE_LIKE_1_GENERIC |= 페스티벌 그린에서 돼지 경주를 하는 걸 봤어요. 정말 특이한 일이에요! 사람들이 힘들게 번 돈을 걸고 누가 가장 빠른지 겨루는 거죠. 재미있어 보이지만 식사를 잃을 수 있는 확실한 방법이에요.
GEN_NPC_STORY_VALE_LIKE_1_BOASTFUL |= 안녕하세요, 새 친구! 매년 열리는  꽃 전시회가 있다고 들었어요. 제 방대한 식물 지식을 시험해 볼 수 있는 좋은 기회라고 생각해요. 저는 항상 퀼의 식물에 관심이 많았어요. 히아신스라는 방랑 소녀를 좋아했기 때문인 것 같아요.
GEN_NPC_STORY_VALE_LIKE_1_COMPLAINER |= 광산 안에서 쾅하고 두드리는 소리가 많이 들려요. 조용한 밤에 공기가 고요하면 제 침대에서도 노크 소리가 들립니다. 미치겠어요. 하지만 이웃이 콘돌을 다 써버려서 그런 것일 수도 있습니다.
GEN_NPC_STORY_VALE_LIKE_1_PIOUS |= 저는 매주 여신의 제물을 바치는 것을 좋아하며, 다른 분들도 그렇게 하셔야 한다고 생각합니다. 모범을 보이면 양떼가 따라올 것입니다. 그리고 보라, 물을 흘리는 자는 딸꾹질을 할 것이다. 그리고 흠뻑 젖은 사람은 수건을 부러운 눈으로 바라볼 것이다. 그리고 마지막 돌을 던지는 사람이 첫 번째 펀치를 던지게하십시오. 이제 말도 안 되는 이야기는 끝났습니다.

GEN_NPC_STORY_VALE_LIKE_2_GENERIC |= 당신을 위해 노래를 만들었습니다. '끝없는 아름다움의 골짜기에서 나는 걷다가 내 친구를 만나네. 기쁜 마음으로 거기 서 있다가 방귀를 뀌네. 그때 나는 내가 진정으로 집에 있다는 것을 알게 되네, 내가 돌아다니는 골짜기에서'.
GEN_NPC_STORY_VALE_LIKE_2_GENERIC |= 베일에는 흥미로운 이벤트, 축제, 랜드마크가 정말 많습니다. 다른 안식처보다 훨씬 더 크고 훨씬 더 다양해요. 여기로 이사 오길 잘했어요!
