GEN_NPC_STORY_TRADER_INTRO_1_GENERIC |= 안녕하세요! 만나서 반갑습니다. 제 이름은 {FULLNAME}입니다. 최근에 지역 상품 상점을 인수했으니 많은 성원 부탁드립니다!
GEN_NPC_STORY_CHEMISTCOUNTER_LIKE_1_BOASTFUL |= I should let you in on a little secret, seeing as we are getting on well. I am on first name terms with the Witchhunter, Matthew Hobkyns. He often gets me some good parts, exclusively, but I don't like to brag. Ok, I do like to brag.

GEN_NPC_STORY_CHEMISTCOUNTER_LIKE_2_GENERIC |= It's time to get back to the daily grind, but thanks for being a friend. That almost sounds like a song. Pure gold.
GEN_NPC_STORY_CHEMISTCOUNTER_LIKE_2_GENERIC |= I just feel like I am accomplishing something when I help people. Do you ever get that feeling too?
GEN_NPC_STORY_CHEMISTCOUNTER_LIKE_2_COMPLAINER |= The locals here really don't deserve my help due to their flagrant disregard for best practices to stay healthy. People would rather stick their fingers in mystery holes, eat something they found behind the larder, or trample over tiny Fae cottages with their clumsy wanderings.
GEN_NPC_STORY_CHEMISTCOUNTER_LIKE_2_PIOUS |= I would love to get the community more involved with the offering rituals. I am sure some people aren't offering as much as they could be, or offering the right things. Education leads to enlightenment and a lack of being turned into newts.

GEN_NPC_STORY_CHEMISTCOUNTER_START_COMPLAINER_1 |= I have been thinking, and my thoughts lead me to the conclusion that the folk around here need teaching a lesson. This may seem mean-spirited, but if you were to inflict some 'trouble' upon them, they might take more care of themselves.
GEN_NPC_STORY_CHEMISTCOUNTER_TASK_NAME_COMPLAINER_1 |= Inflict {TARGETNAME} with the Emetic trait + Return to NPC
GEN_NPC_STORY_CHEMISTCOUNTER_TASK_DESC_COMPLAINER_1 |= Gift any item with the Emetic Trait to {TARGETNAME}, then return for your reward.
GEN_NPC_STORY_CHEMISTCOUNTER_END_COMPLAINER_1 |= I feel terrible about my overreaction. It is only fair I make some price reductions to win back goodwill, and his brother, Alright Will.

GEN_NPC_STORY_CHEMISTCOUNTER_START_COMPLAINER_2 |= I really want the folk here to be healthy. Could you give someone an item with Anti-Sickness? That should help them see the light and feel good!
GEN_NPC_STORY_CHEMISTCOUNTER_TASK_NAME_COMPLAINER_2 |= Apply the Anti-Sickness trait to {TARGETNAME} + Return
GEN_NPC_STORY_CHEMISTCOUNTER_TASK_DESC_COMPLAINER_2 |= Gift any item that has the Anti-Sickness Trait to {TARGETNAME}.
GEN_NPC_STORY_CHEMISTCOUNTER_END_COMPLAINER_2 |= They will all feel the benefit one day! Thanks for doing that.

GEN_NPC_STORY_CHEMISTCOUNTER_START_JOVIAL_1 |= I have heard there are amazing, magical flowers in another realm. This place is called Evergreen. It is meant to be full of dryads and strange plants. If I ever got some beautiful flowers from a place like that, then it would be a dream.
GEN_NPC_STORY_CHEMISTCOUNTER_TASK_NAME_JOVIAL_1 |= Gift {FULLNAME} a 5-star Ulisis
GEN_NPC_STORY_CHEMISTCOUNTER_TASK_DESC_JOVIAL_1 |= Gift a 5-star Ulisis to the NPC who requested it.
GEN_NPC_STORY_CHEMISTCOUNTER_END_JOVIAL_1 |= Thank you for getting me that. It's so beautiful! Here are some of our own gorgeous blooms as a reward.

GEN_NPC_STORY_CHEMISTCOUNTER_START_JOVIAL_2 |= I had a huge realisation earlier. I love flowers so much, yet I spent my life chopping and crushing them. How could I? It's time to move on and start nurturing them, rather than destroying them. You would really help me by buying my apothecary from me. You can have it at 50% off, no questions answered. What say you, love to be?
GEN_NPC_STORY_CHEMISTCOUNTER_TASK_NAME_JOVIAL_2 |= Buy the apothecary at half-price
GEN_NPC_STORY_CHEMISTCOUNTER_TASK_DESC_JOVIAL_2 |= Buy the apothecary owned by {FULLNAME} by interacting with the red Ledger on the shop counter and agreeing to buy.
GEN_NPC_STORY_CHEMISTCOUNTER_END_JOVIAL_2 |= A true friend. Enjoy your new enterprise. A star shop enterprise! Now boldly go and make it a success!

GEN_NPC_STORY_CHEMISTCOUNTER_START_BOASTFUL_1 |= You really should meet my pal, the Witchhunter, and do a couple of jobs. You can find him usually hanging around in Homesteads tavern. He's a bit dry but he certainly knows his stuff. Imagine if him and Jogon went at it! Anyway, go see him and come back after.
GEN_NPC_STORY_CHEMISTCOUNTER_TASK_NAME_BOASTFUL_1 |= Clear 2 bounties for the Witch Hunter + Return
GEN_NPC_STORY_CHEMISTCOUNTER_TASK_DESC_BOASTFUL_1 |= Talk to the Witch Hunter in Homesteads tavern and take 2 bounties from his selection. Clear them successfully then return to {FULLNAME}.
GEN_NPC_STORY_CHEMISTCOUNTER_END_BOASTFUL_1 |= Ahhh, well done. Those were the good old days when a person could bash up monsters nice and easy. These days they are tougher and more and more people get wounded, or worse. I think I should just concentrate on healing those people. Here, take my old hunting gear, and if you ever get hurt, come and see me.

GEN_NPC_STORY_CHEMISTCOUNTER_START_BOASTFUL_2 |= If you want my love, then you are going to have to earn it. I want to know if you are as great as me at monster slaying. Get me some top-end monster bits, and I will happily share my bread with you. In a metaphorical sense, I mean.
GEN_NPC_STORY_CHEMISTCOUNTER_TASK_NAME_BOASTFUL_2 |= Gift {FULLNAME} a 5-star monster part
GEN_NPC_STORY_CHEMISTCOUNTER_TASK_DESC_BOASTFUL_2 |= Gift any monster part of any quality to {FULLNAME}.
GEN_NPC_STORY_CHEMISTCOUNTER_END_BOASTFUL_2 |= Well done! You have my thanks and no extra text is needed.

GEN_NPC_STORY_CHEMISTCOUNTER_START_QUIRKY_1 |= I need a favour. I require a top-quality Nymph Wing for an experiment I am conducting. Do you think you could nip and get me one? You might have to go deep into Simplewood, but I'd love you lots. Plus, you are a completionist, so I know you will do it.
GEN_NPC_STORY_CHEMISTCOUNTER_TASK_NAME_QUIRKY_1 |= Gift {FULLNAME} a 5-star Nymph Wing
GEN_NPC_STORY_CHEMISTCOUNTER_TASK_DESC_QUIRKY_1 |= Gift a 5-star quality Nymph Wing to completionist. To get higher star ratings, go into the deepest parts of Simplewood.
GEN_NPC_STORY_CHEMISTCOUNTER_END_QUIRKY_1 |= Thank you for that! Just what the doctor ordered. I have some spare parts you can have by way of appreciation.

GEN_NPC_STORY_CHEMISTCOUNTER_START_QUIRKY_2 |= I keep dreaming of strange blooms. And in those dreams, I see you picking them. I see tall men made out of bushes. I see fountains of purest water. Then you bring me the flower, and my heart melts. Could you be the one to make my dreams come true?
GEN_NPC_STORY_CHEMISTCOUNTER_TASK_NAME_QUIRKY_2 |= Gift {FULLNAME} a 5-star Fae flower
GEN_NPC_STORY_CHEMISTCOUNTER_TASK_DESC_QUIRKY_2 |= Gift {FULLNAME} a 5-star Fae flower gained from any Fae realm.
GEN_NPC_STORY_CHEMISTCOUNTER_END_QUIRKY_2 |= You are the dream maker. When I close my eyes at night I shall think of you as I drift off to Nod.

GEN_NPC_STORY_CHEMISTCOUNTER_START_PIOUS_1 |= The time has come I feel to pack up my medicine bag and live a more devout life. I need to spend more time in nature, thinking about our wonderful lot in life. I could let you have the business for half price, should you so desire. Buying it from me is unfortunately the only way to tick this off your list of things to do, so what do you say, dear friend?
GEN_NPC_STORY_CHEMISTCOUNTER_TASK_NAME_PIOUS_1 |= Buy the apothecary at half price
GEN_NPC_STORY_CHEMISTCOUNTER_TASK_DESC_PIOUS_1 |= Buy the Apothecary owned by {FULLNAME} by interacting with the red Ledger on the shop counter and agreeing to buy.
GEN_NPC_STORY_CHEMISTCOUNTER_END_PIOUS_1 |= Thank you. Ahhh, a life of worship and reflection. For you, my love, a life of mixing creams for spots. You could always sell up, though, I suppose!

GEN_NPC_STORY_CHEMISTCOUNTER_START_PIOUS_2 |= The time has come I feel to pack up my medicine bag and live a more devout life. I need to spend more time in nature, thinking about our wonderful lot in life. I could let you have the business for half price, should you so desire. Buying it from me is unfortunately the only way to tick this off your list of things to do, so what do you say, dear friend?
GEN_NPC_STORY_CHEMISTCOUNTER_TASK_NAME_PIOUS_2 |= Buy the apothecary at half-price
GEN_NPC_STORY_CHEMISTCOUNTER_TASK_DESC_PIOUS_2 |= Buy the Apothecary owned by {FULLNAME} by interacting with the red Ledger on the shop counter and agreeing to buy.
GEN_NPC_STORY_CHEMISTCOUNTER_END_PIOUS_2 |= Thank you. Ahhh, a life of worship and reflection. For you, my love, a life of mixing creams for spots. You could always sell up, though, I suppose!

GEN_NPC_STORY_VALE_INTRO_1_GENERIC |= Hello, nice to meet you. Isn't it great here? So vibrant and colourful. There's a nice freshness to this air.
GEN_NPC_STORY_VALE_INTRO_1_GENERIC |= It's grand to speak to you. Are you the owner of Willowdown Farm? I have heard a lot about you, sometimes via eavesdropping.
GEN_NPC_STORY_VALE_INTRO_1_PIOUS |= Welcome. Always happy to see a new face. May Druida smile on you and yours.

GEN_NPC_STORY_VALE_INTRO_2_GENERIC |= Ever since I was little, I've always wanted to move to the Vale, and here I am.
GEN_NPC_STORY_VALE_INTRO_2_GENERIC |= I feel like I know every nook and cranny of this place already. From Cowpat Farm to Crumblechalk Mines. It's a haven that has a bit of everything.
GEN_NPC_STORY_VALE_INTRO_2_JOVIAL |= The Vale is so vast and beautiful. I want to explore it all. I am looking forward to having picnics sat amongst the lavender under an old oak tree.
GEN_NPC_STORY_VALE_INTRO_2_COMPLAINER |= I hope Vale lives up to the reviews I've heard about it. Nothing more disappointing than exaggerated tales of somewhere's charm.

GEN_NPC_STORY_VALE_FRIENDLY_1_GENERIC |= The Vale is so large and can be daunting. Sometimes the hustle and bustle of the village becomes too much for me, and I need to find somewhere out of the way.
GEN_NPC_STORY_VALE_FRIENDLY_1_GENERIC |= Hey friend. So you've been around these parts longer than me. Where do you think I need to visit? Any little hidden gems or secret glades?
GEN_NPC_STORY_VALE_FRIENDLY_1_BOASTFUL |= I've started to hike around the Vale and visit some of the landmarks you have around here. Old Mother Hubbard's garden is something to behold, I can tell you that. I aspire to grow crops like hers. And the smell coming from her house is just dreamy. That woman can cook! The dog she has disturbs me though.
GEN_NPC_STORY_VALE_FRIENDLY_1_COMPLAINER |= What's with the big wooden fence in North Gate? It seems so big and imposing compared to the rest of the village. Is it supposed to be keeping something out or keeping something in? It's an eyesore.
GEN_NPC_STORY_VALE_FRIENDLY_1_QUIRKY |= I've seen a few things recently. Nothing substantial yet, but I've definitely seen some kind of spectral activity. I need to pluck up the courage to visit the Burial Grounds after dark. I like the supernatural, but those ancient dead folk from the ancient faith give me the ceebee-beebies. No kidding!

GEN_NPC_STORY_VALE_FRIENDLY_2_GENERIC |= There are a few places I'm yet to visit properly.
GEN_NPC_STORY_VALE_FRIENDLY_2_GENERIC |= I wonder what other oddities there are around here that I'm yet to discover?
GEN_NPC_STORY_VALE_FRIENDLY_2_JOVIAL |= The pools at Mosswhisper Ruins are so tranquil. I could spend all day sitting under the trees watching the water, with those silent wooden sentinels stood deep in thought. Makes you long for a bygone age. I just wish I could share that feeling with more people.
GEN_NPC_STORY_VALE_FRIENDLY_2_PIOUS |= Festival Green is a wonderful place to spend some time and bask in the glory of the Woodfellow. On a clear day, you can see it poking up into the sky from all the way over at Cowpat Farm. A reminder to those who live out in the sticks that it is there as a gateway to our beautiful deities.

GEN_NPC_STORY_VALE_LIKE_1_GENERIC |= I have been exploring more of the Vale, and it is a place of intrigue. Nearly as intriguing as you are!
GEN_NPC_STORY_VALE_LIKE_1_GENERIC |= I noticed they do pig racing in Festival Green. What a peculiar thing! People actually bet their hard-earned money on seeing which is the fastest. Seems fun, but a surefire way to lose a meal.
GEN_NPC_STORY_VALE_LIKE_1_BOASTFUL |= Hey, new friend! There's a Flower Show that happens every year I hear. It's a good opportunity to put my expansive botanical knowledge to the test. I always had an interest in the flora of Quill. I think it's because I used to fancy a wanderer girl called Hyacinth.
GEN_NPC_STORY_VALE_LIKE_1_COMPLAINER |= I hear a lot of banging and knocking inside the Mines. When the air is calm on a quiet night, I can hear the knocking from my bed. It's driving me crazy. However, that could possibly be the neighbours using up their supply of corndolls.
GEN_NPC_STORY_VALE_LIKE_1_PIOUS |= I like to keep up with my Goddess offerings weekly, and I believe so should everyone else. Lead by example, and the flock shall follow. And lo, he who slurpeth the water shall get hiccups. And the sodden man shall look upon the towels with an envious eye. And let she who casts the last stone, throw the first punch. So endeth the nonsense.

GEN_NPC_STORY_VALE_LIKE_2_GENERIC |= I made a song for you. 'In the Vale of beauty no end, I walk along and see my friend. Standing there with joyous heart, Then you let rip a fart. That's when I know I am truly home, In the Vale, where I do roam'.
GEN_NPC_STORY_VALE_LIKE_2_GENERIC |= There are so many interesting events, festivals and landmarks in the Vale. It's much bigger than other havens and a lot more varied. Am glad I moved here!
GEN_NPC_STORY_VALE_LIKE_2_QUIRKY |= Say, have you heard anything about the Spirit Walk? I've read some texts about it and some locals swear it happens, but it just doesn't seem real. I bet it is a sight to not behold.
GEN_NPC_STORY_VALE_LIKE_2_JOVIAL |= I hear there is a big get-together in Autumn when the whole village comes out to dance together. That sounds great fun. We can dance if we want to, we can leave our friends behind. Cause your friends don't dance, and if they don't dance, well, they're no friends of mine. Although we must obey the safety instructions and not wear hats.

GEN_NPC_STORY_VALE_START_COMPLAINER_1 |= Do you think like I do, that the Knockers are selfish? Why do they have to have all the ore? What do they do with it?! Stops me going to get myself some. All I need is a brave and *cough* gullible *cough* soul to help me get my hands on some ore.
GEN_NPC_STORY_VALE_TASK_NAME_COMPLAINER_1 |= Gift 5 pieces of any ore
GEN_NPC_STORY_VALE_TASK_DESC_COMPLAINER_1 |= Collect 5 pieces of any ore type and gift it to the task giver.
GEN_NPC_STORY_VALE_END_COMPLAINER_1 |= Oh! You got them? These will do, I suppose. It's funny how such an ugly thing can be made into something beautiful.

GEN_NPC_STORY_VALE_START_COMPLAINER_2 |= You know what. I'm just not going in the mines with those Knockers. I'm not taking any chances. I'll have to find some other way to craft the tools I need. I Don't suppose you could give me a hand to get some stock started?
GEN_NPC_STORY_VALE_TASK_NAME_COMPLAINER_2 |= Gift {FULLNAME} 3 Shovels
GEN_NPC_STORY_VALE_TASK_DESC_COMPLAINER_2 |= Gift 3 of any Shovel type to {FULLNAME}. Shovels can be bought or crafted in any Blacksmith, provided you have the required mould.
GEN_NPC_STORY_VALE_END_COMPLAINER_2 |= Cheers for that. Those will help me in spades. Haha!

GEN_NPC_STORY_VALE_START_JOVIAL_1 |= I decided I only want fun people as my closest and dearest. I think you can certainly prove that by attending the Samhain dance on the 8th of Autumn in Cuckoo Wood. Take part and gain my heart.
GEN_NPC_STORY_VALE_TASK_NAME_JOVIAL_1 |= Take part in the Samhain Dance
GEN_NPC_STORY_VALE_TASK_DESC_JOVIAL_1 |= Go to the Samhain dance when it is active. You will need to discover when and where it happens. When you discover the information, check your calendar.
GEN_NPC_STORY_VALE_END_JOVIAL_1 |= That was a dance, alright! My feet have so many blisters. How are yours holding up? You are worthy of being my dancing partner.

GEN_NPC_STORY_VALE_START_JOVIAL_2 |= Let's do something fun together! How about we go watch the pig racing when it is on? I love a bit of a flutter on the porkers.
GEN_NPC_STORY_VALE_TASK_NAME_JOVIAL_2 |= Take {FULLNAME} to watch the pig racing
GEN_NPC_STORY_VALE_TASK_DESC_JOVIAL_2 |= Get {FULLNAME} to follow you, then go to Festival Green when the Pig Racing event is happening.
GEN_NPC_STORY_VALE_END_JOVIAL_2 |= That was a laugh! I won enough Brass to fill my pockets. Must remember to stitch up the holes in them, though! Thanks for the japes, pal.

GEN_NPC_STORY_VALE_START_BOASTFUL_1 |= I think I'm going to enter the next Flower Show. What do you say about a little challenge between the two of us? Let's put our money where our muck is. You win, and you have my adoration and respect. Got no chance, though!
GEN_NPC_STORY_VALE_TASK_NAME_BOASTFUL_1 |= Beat {FULLNAME} in the Vale Flower Show
GEN_NPC_STORY_VALE_TASK_DESC_BOASTFUL_1 |= Enter and win the Flower Show.
GEN_NPC_STORY_VALE_END_BOASTFUL_1 |= I think you must have cheated, but a win is a win. You have my respect and bafflement at how you did that! I nearly soiled myself when they announced you had won!

GEN_NPC_STORY_VALE_START_BOASTFUL_2 |= I have a love-level task for you. I need help practicing for the annual Flower Show. Can you boost my Charm?
GEN_NPC_STORY_VALE_TASK_NAME_BOASTFUL_2 |= Apply Charm to {FULLNAME}
GEN_NPC_STORY_VALE_TASK_DESC_BOASTFUL_2 |= Gift any item with the Charm Trait to {FULLNAME}.
GEN_NPC_STORY_VALE_END_BOASTFUL_2 |= Well, aren't you a good-looking person? I can feel myself charming the hooves off a Puck. Now, where's my mirror? I need some self-love.

GEN_NPC_STORY_VALE_START_QUIRKY_1 |= It's real; the whole thing is real. I know the time, and I know the date, and I know the place. It happens every year, like dandelion clockwork. We need to go to the Burial Grounds on the 8th of Winter, sometime after 8pm, and bring that Obscura of yours.
GEN_NPC_STORY_VALE_TASK_NAME_QUIRKY_1 |= Take {FULLNAME} to Burial Grounds during the Spirit Walk Event
GEN_NPC_STORY_VALE_TASK_DESC_QUIRKY_1 |= Get {FULLNAME} to follow you and take them to the Burial Grounds during the Spirit Walk event. Check your calendar for the 8th of Winter and go to the location after 8pm.
GEN_NPC_STORY_VALE_END_QUIRKY_1 |= That was an experience like no other. It gave me a spine right up my shiver! Thank you so much for a wonderful evening! My spirits are really high now, pun intended!

GEN_NPC_STORY_VALE_START_QUIRKY_2 |= I think the Spirit Walk might be real. I've been told it takes place on the 8th of Winter every year. The spirits leave the Burial Grounds and make their way north in a sad procession. I'm not sure if I could handle seeing that many ghosts all at once. Do you think you could go in my place and find out if it really is true?
GEN_NPC_STORY_VALE_TASK_NAME_QUIRKY_2 |= Interact with 5 Spirits
GEN_NPC_STORY_VALE_TASK_DESC_QUIRKY_2 |= Find the Spirit Walk and interact with 5 spirits.
GEN_NPC_STORY_VALE_END_QUIRKY_2 |= You walked with the spirits? Talked with the spirits? Jumped and squeaked and squawked with the Oh hold on, that's wrong. I bet it was amazing, though!

GEN_NPC_STORY_VALE_START_PIOUS_1 |= Could you make a grand offering to Druida? I think that would prove just how much you really are in touch with the Goddesses.
GEN_NPC_STORY_VALE_TASK_NAME_PIOUS_1 |= Make a 5-star offering to Druida
GEN_NPC_STORY_VALE_TASK_DESC_PIOUS_1 |= On Goddess Day, make an offering to Druida of any 5-star item.
GEN_NPC_STORY_VALE_END_PIOUS_1 |= A true advocate of the benefits of worship and devotion. In turn, my devotion now lies with you.

GEN_NPC_STORY_VALE_START_PIOUS_2 |= Could you make a top-tier offering to Freyl? That would really show you are prepared to go the extra mile in worship.
GEN_NPC_STORY_VALE_TASK_NAME_PIOUS_2 |= Make a 5-star offering to Freyl
GEN_NPC_STORY_VALE_TASK_DESC_PIOUS_2 |= On Goddess Day, make an offering to Freyl of any 5-star item.
GEN_NPC_STORY_VALE_END_PIOUS_2 |= You really have what it takes and do like to take orders! What wouldn't you do for a few FP and a reward, eh? Don't tell me! Anyway, I respect that.

GEN_NPC_STORY_SUMMERDOWN_INTRO_1_GENERIC |= Welcome and well-met! Are you from the Vale? I heard it is very beautiful there. Summerdown is very pretty when the poppies are in bloom, especially the huge ones!
GEN_NPC_STORY_SUMMERDOWN_INTRO_1_GENERIC |= Greetings! Always good to meet someone from afar. I recently moved here as I heard it was THE place to party!
GEN_NPC_STORY_SUMMERDOWN_INTRO_1_QUIRKY |= Good Day, my fellow human associate... if you even are human? Can never be too sure with all these mischievous Fae around. Shapeshifters, the lot of them!
GEN_NPC_STORY_SUMMERDOWN_INTRO_1_PIOUS |= Praise be to Naida. It is nice to meet you. Blessings be on you.

GEN_NPC_STORY_SUMMERDOWN_INTRO_2_GENERIC |= There is a definite air of excess around these parts. The poppies, the pies, the drinking, the pleasure-seeking. It's pretty wild.
GEN_NPC_STORY_SUMMERDOWN_INTRO_2_GENERIC |= This seems like the kind of place to put a few extra bits of fat around the waistline with food, then lose it again with dancing and other leisure activities.
GEN_NPC_STORY_SUMMERDOWN_INTRO_2_COMPLAINER |= I am fairly new around here. Is it a nice place, do you know? I hope there aren't too many monsters around.

GEN_NPC_STORY_SUMMERDOWN_FRIENDLY_1_GENERIC |= Summerdown is a pretty pleasant place to be. There's a jolliness that pervades every tree and bush, brick and beam. Sometimes it can get a bit much if you like things peaceful.
GEN_NPC_STORY_SUMMERDOWN_FRIENDLY_1_GENERIC |= Hey friend. As a person of the world, where do you think I need to visit? Any nice quiet glades or silent pools perfect for reflection?
GEN_NPC_STORY_SUMMERDOWN_FRIENDLY_1_QUIRKY |= I've heard of the Fae. But that's not all you'll find walking the local forests if you know where to look. Strangeness abounds in every nook and secret corner. I was north of the Homesteads the other day and I came across a whole clearing full of these strange fleshy creatures crawling around together near a piece of giant's footwear. So strange!
GEN_NPC_STORY_SUMMERDOWN_FRIENDLY_1_BOASTFUL |= My baking seems to be going down well with the locals. I should take some of the produce over to FestField; I'm sure I could make good Brass.
GEN_NPC_STORY_SUMMERDOWN_FRIENDLY_1_COMPLAINER |= I had a lot of trouble at my previous home with scary things. I try and steer clear of Simplewood when travelling across the moors to Mellowfields but it still gives me the creeps, and it is known that now and then, a monster gets out of the woods and causes mischief.

GEN_NPC_STORY_SUMMERDOWN_FRIENDLY_2_GENERIC |= There are a few places I'm yet to visit properly.
GEN_NPC_STORY_SUMMERDOWN_FRIENDLY_2_GENERIC |= I wonder if Summerdown has any nice calm places that someone can get away from talk of beer, pies and festivities?
GEN_NPC_STORY_SUMMERDOWN_FRIENDLY_2_JOVIAL |= Everyone around here is so friendly but I'm still finding it hard to make friends. Everyone already knows everyone else. I'm a little on the outside looking in, like a cat watching a goldfish party. I feel like I should camp out of the way with Moon up in Drownhill. That would be in-tents. Geddit?!
GEN_NPC_STORY_SUMMERDOWN_FRIENDLY_2_PIOUS |= I've been spending some time in Loverwood, watching the couples come and go. Sometimes I feel like we should be worshipping love itself and all that brings, not these deities. I did not say that out loud, though.

GEN_NPC_STORY_SUMMERDOWN_LIKE_1_GENERIC |= I have been exploring more of Poppyhill and the surrounding areas. Has a nice aura about it, just like you!
GEN_NPC_STORY_SUMMERDOWN_LIKE_1_GENERIC |= I noticed they do chicken racing in FestField. What a peculiar thing! People actually bet their hard-earned money on seeing which is the fastest. Crazy!
GEN_NPC_STORY_SUMMERDOWN_LIKE_1_BOASTFUL |= A Baking Competition here in Summerdown? You can count me in. It's all the locals ever talk about when the summer rolls around. Judging by the amount of pies and cakes they eat, the locals roll around, too. I need to perfect my family recipes a little, but no doubt you'll see me there sometime soon, winning.
GEN_NPC_STORY_SUMMERDOWN_LIKE_1_JOVIAL |= There's a dance that takes place every year. Maybe I should use that as an opportunity to make friends. Although, thinking about it, my dancing skills might need some work.

GEN_NPC_STORY_SUMMERDOWN_LIKE_2_GENERIC |= I made up a song to pass the time. 'Roses are red, poppies are too. My heart is red, and it beats just for you'. It's a bit slushy, I know, but one day I will write a book with all these in and make a fortune, I am sure.
GEN_NPC_STORY_SUMMERDOWN_LIKE_2_GENERIC |= There are so many interesting events, festivals and landmarks in the Vale. It's much bigger than other havens and a lot more varied. Am glad I moved here!
GEN_NPC_STORY_SUMMERDOWN_LIKE_2_QUIRKY |= I wonder where all these strange creatures come from. I heard from a local that even the scarecrows get up and bounce about from time to time. Old Fred Barleycorn, apparently. Believe it when I see it.
GEN_NPC_STORY_SUMMERDOWN_LIKE_2_COMPLAINER |= Enough is enough. Something needs to be done about these monsters. Maybe we can secure the services of the Witch Hunter? I've seen him in the Homesteads tavern. He's a mean-looking son of a bun if I ever saw one.
GEN_NPC_STORY_SUMMERDOWN_LIKE_2_PIOUS |= It's coming round to Goddess Day again, and I really don't know what I want to offer. I know I shouldn't say this, but it's starting to feel like a bit of a chore. Do we really have to do this for all eternity?

GEN_NPC_STORY_SUMMERDOWN_START_COMPLAINER_1 |= You want my love, eh? Well, you can scratch my back, and I'll scratch yours. If you clear some of those Witch Hunter bounties, then I can sleep more easily, and we can be best friends.
GEN_NPC_STORY_SUMMERDOWN_TASK_NAME_COMPLAINER_1 |= Clear 5 Witch Hunter bounties
GEN_NPC_STORY_SUMMERDOWN_TASK_DESC_COMPLAINER_1 |= Speak to the Witch Hunter in Homesteads tavern and clear 5 of his bounties.
GEN_NPC_STORY_SUMMERDOWN_END_COMPLAINER_1 |= You have my admiration, killer of monsters! Could have done it quicker, but that's okay.

GEN_NPC_STORY_SUMMERDOWN_START_COMPLAINER_2 |= Seek out the Witch Hunter. You can find him in the tavern in Homesteads. I don't want to draw out too much attention, though, so maybe you should visit him after midnight after everyone else except the insomniacs are in bed?
GEN_NPC_STORY_SUMMERDOWN_TASK_NAME_COMPLAINER_2 |= Clear 5 Witch Hunter bounties
GEN_NPC_STORY_SUMMERDOWN_TASK_DESC_COMPLAINER_2 |= Speak to the Witch Hunter in Homesteads tavern and clear 5 of his bounties.
GEN_NPC_STORY_SUMMERDOWN_END_COMPLAINER_2 |= You found him? He's a bit tall and scary, I find. A deal is a deal, though.

GEN_NPC_STORY_SUMMERDOWN_START_JOVIAL_1 |= You know what? I think you are great, but you need to lighten up and let go a bit more. Why don't you join in the Maypole Dance in FestField on the 1st day of Summer? Shake the love loose!
GEN_NPC_STORY_SUMMERDOWN_TASK_NAME_JOVIAL_1 |= Take part in the Maypole Dance
GEN_NPC_STORY_SUMMERDOWN_TASK_DESC_JOVIAL_1 |= Go to FestField on Day 1 of Summer and take part in the Maypole Dance by entering the marked area.
GEN_NPC_STORY_SUMMERDOWN_END_JOVIAL_1 |= Wasn't that a riot?! No, no, it was just a dance. A good dance, though. Many thanks for making yourself look like a vibrating chicken with that dancing.

GEN_NPC_STORY_SUMMERDOWN_START_JOVIAL_2 |= Let's do something fun together! How about we go watch the chicken racing when it is on? I love a bit of a flutter on the cluckers.
GEN_NPC_STORY_SUMMERDOWN_TASK_NAME_JOVIAL_2 |= Take {FULLNAME} to watch the chicken racing
GEN_NPC_STORY_SUMMERDOWN_TASK_DESC_JOVIAL_2 |= Get {FULLNAME} to follow and take them to FestField on Chicken Racing day and to the marked area.
GEN_NPC_STORY_SUMMERDOWN_END_JOVIAL_2 |= Thanks for that. It was great fun to watch their little feathered bottoms wiggling along the track like their eggs depended on it.

GEN_NPC_STORY_SUMMERDOWN_START_BOASTFUL_1 |= I think I'm going to enter the next Great Quillish Bake Off and win it. What do you say to a little challenge between the two of us? 12th of Summer at FestField. Be there, or be a square sandwich.
GEN_NPC_STORY_SUMMERDOWN_TASK_NAME_BOASTFUL_1 |= Beat {FULLNAME} in the Summerdown Great Quillish Bake Off
GEN_NPC_STORY_SUMMERDOWN_TASK_DESC_BOASTFUL_1 |= Take part in the Bake Off on 12th Summer in FestField and win. You will likely need 5-star creations to top the podium!
GEN_NPC_STORY_SUMMERDOWN_END_BOASTFUL_1 |= You are a master baker, and no mistake! You certainly pulled that one out and gave me a good beating. We must come and do it again sometime!

GEN_NPC_STORY_SUMMERDOWN_START_BOASTFUL_2 |= I am so tired from practicing for the Bake Off. Can you boost my Stamina?
GEN_NPC_STORY_SUMMERDOWN_TASK_NAME_BOASTFUL_2 |= Apply Stamina to {FULLNAME}
GEN_NPC_STORY_SUMMERDOWN_TASK_DESC_BOASTFUL_2 |= Gift any item with the Stamina Trait to {FULLNAME}.
GEN_NPC_STORY_SUMMERDOWN_END_BOASTFUL_2 |= Ahhh, I have much more energy now, thanks!

GEN_NPC_STORY_SUMMERDOWN_START_QUIRKY_1 |= Hey you! If you loved me, then you'd take me to see the amazing sight of Fred Barleycorn. The folks say he wakes up on the 4th Summer in FestField and bounces around dispensing candies. I simply MUST see that.
GEN_NPC_STORY_SUMMERDOWN_TASK_NAME_QUIRKY_1 |= Take {FULLNAME} to Festfield for 8pm during Fred Barleycorns waking
GEN_NPC_STORY_SUMMERDOWN_TASK_DESC_QUIRKY_1 |= Get {FULLNAME} to follow and take them to Festfield on 4th Summer, at 8pm.
