TASK_EXPIRED_TITLE |= 과제 만료
PaintHouseTitle |= Paint the house interior wall
PaintHouseDesc |= Use the Customisation Table to paint the interior. Select the House zone and then open the Catalogue by clicking on the button or pressing X on Gamepad. Navigate to the Walls tab and select Plain Wall. Choose your wall colour and then draw over an existing wall in the house. You can only paint walls for now, but this tool will allow you to build and remove walls later.
BuildCompostTitle |= Build a Compost Heap
BuildCompostDesc |= Use the Customisation Table to build a compost heap.
JamCompTitle |= Jam Competition
JamCompDesc |= Go to Festival Green and talk to the Events Master. He will tell you all the details.
EndorsementTitle |= Gain Access to Poppyhill
Endorsement1 |= Go talk to the Old Woman in The Shoe
Endorsement1Desc |= Go talk to the Old Woman in The Shoe about getting an endorsement. Follow the cave at the top corner of Homesteads straight up.
Endorsement2 |= Build a cow shed in The Shoe
Endorsement2Desc |= Interact with the sign and build a cow shed in The Shoe. You will need the resources shown to commence construction.
Endorsement3 |= Return to the Old Woman
Endorsement3Desc |= Talk to the Old Woman Who Lives in a Shoe to get your endorsement.
Endorsement4 |= Talk to the Poppyhill Guard
Endorsement4Desc |= Speak to the guard by Poppyhill bridge.
FixMoonBridgeTitle |= Fix the broken bridge
FixMoonBridgeDesc |= Interact with the sign to see what resources you need and fix the bridge.
TourTirNaNogTitle |= Tour Tir Na Nog
TourTirNaNogDesc |= Look around Tir Na Nog and find the 5 marked locations to get a little bit of knowledge from Gladys.
TourTirNaNogPinned |= Tour Tir Na Nog <VAR1>/<VAR2> spots
VisitMarshTitle |= Visit Marshtyt in Twanging Gardens
VisitMarsh1 |= Visit Marshtyt in Twanging Gardens
VisitMarsh1Desc |= Head west through Rivermoor and into the Mellowfields Haven.\nMarshtyt lives in Twanging Gardens and is the Master of Gardening. A local dispute between Veg Rarney and Ken Tiller at Cunning Plots might halt your progress...
VisitMarsh2 |= Destroy the Totem
VisitMarsh2Desc |= Remove the Totem by clearing out the rifts, before exposing the Totem. Interact with the rift portals and once destroyed, head to the Totem and enter the portal below it. You will need to have your sword and can't use any loadouts!
VisitMarsh3 |= Talk to Marshtyt
VisitMarsh3Desc |= Now that the Totem is gone, talk to Marshtyt the Master Gardener.
InfernalNoiseTitle |= Infernal Noise
InfernalNoise1 |= Read the Noticeboard in Copperpot
InfernalNoise1Desc |= A special task is at hand. Head to Copperpot in double time.
InfernalNoise2 |= Talk to Lyric
InfernalNoise2Desc |= Go and see Lyric in Ferrous Footway, at the top of The Shingles.
InfernalNoise3 |= Find the Drummer of Deep Mine
InfernalNoise3Desc |= Enter Deep Mine and try to find the source of the drumming sound. Lyric mentioned you'll be looking for a ghost, so your Obscura will help.
InfernalNoise4 |= Find Jammy Handbricks
InfernalNoise4Desc |= Locate Jammy Handbricks, rumoured to be haunting Mellowmine near Cunning Plots.
InfernalNoise5 |= Find Chez Long
InfernalNoise5Desc |= Find Chez Long, said to be haunting the Burial Grounds.
InfernalNoise6 |= Talk to Lyric
InfernalNoise6Desc |= Head back to Ferrous Footway to talk to Lyric about the venue for the Reunion.
InfernalNoise7 |= Fix the music stage at FestField.
InfernalNoise7Desc |= The stage will need repairing before the concert can be held.
InfernalNoise8 |= Attend the midnight music festival
InfernalNoise8Desc |= Go to the stage at midnight at the end of Druida Day and speak to Lyric.
InfernalNoiseNoticeboardTitle |= Infernal Noise
InfernalNoiseNoticeboardDesc |= See Lyric for deets.
GreenChildrenTitle |= Find the Green Children
GreenChildren1 |= Find the Green Children <VAR1>/10
GreenChildren1Desc |= Read Rootmother's book for clues on where to find the Green Children.
GreenChildren2 |= Return to the Rootmother
GreenChildren2Desc |= Head back to the Rootmother in Evergreen to claim your reward.
FindMouldTitle |= Gain the Vorpal Sword Mould
FindMould1 |= Talk to the rock expert
FindMould1Desc |= Go and talk to someone who is an expert on ROCK. You know, the kind that can make HEAVY METAL.\nThere is someone you have met who can help, but we won't keep strumming on about it.
FindMould2 |= Ring the Cosmic Bell in Voide
FindMould2Desc |= Go to the correct place in Voide and use the Cosmic Bell. Right at the top!
FindMould3 |= Fix the Circle North Bridge
FindMould3Desc |= Go to the northern point of The Circle and fix the bridge there. Make sure you have Meteoryt.
FindMould4 |= Find the Vorpal Sword Mould
FindMould4Desc |= Search Pineshade for a clue about where to get the Mould. This could be like searching for a Pine needle in a flipping huge wooded haven. If only you could ask someone for a clue. Pity that all the inhabitants are dead...
FindMould5 |= Open the chest
FindMould5Desc |= Open the chest in the cave with the code 668 and read the book. Carefully!
FindMould6 |= Enter the tomb and defeat Nana
FindMould6Desc |= Go into the tomb and seek Shuffling Nana.\nWhen she reveals herself, quickly throw garlic at her.\nFail and you are killed and revived outside the tomb.

BumbabloopfnoopTamingTitle |= Grow a Bumbabloopfnoop
BumbabloopfnoopTaming1 |= Stage One
BumbabloopfnoopTaming1Desc |= Release something that will pollinate the Bumbabloopfnoop baby, which is in its Nursery in Tir Na Nog. Like a bee, perhaps? It could be worth it as adults can heal you in combat, help fertilise plants and give you tasty milk!
BumbabloopfnoopTaming2 |= Stage Two
BumbabloopfnoopTaming2Desc |= Throw a purple fruit associated with darkness into the Bumbabloopfnoop Nursery.
BumbabloopfnoopTaming3 |= Stage Three
BumbabloopfnoopTaming3Desc |= Entice the Bumbabloopfnoop baby out of the ground by pouring something sweet, sticky and delicious onto the Bumbabloopfnoop Nursery.

Bumbabloopfnoop_Fairy_Intro |= Ooh! Hello Fel-child! I didn't see you there! Totally distracted, you see. I am awfully worried about this little Lumpetty-bump at the moment.
Bumbabloopfnoop_Fairy_Intro |= What is a Lumpetty-bump? Why, it's a baby Bumbabloopfnoop! They grow in mounds, but this seedling isn't getting any bigger since the Buzzybodies all buzzed off. 
Bumbabloopfnoop_Fairy_Intro |= You'd like to help? Wheee! How kind! I should tell you, though, that a Bumbabloopfnoop's loyalty grows with age. If you help, one of my babies will be loyal to you for life! And, whilst they may look cute, you'll find one a great companion in combat - healing properties, you see!
Bumbabloopfnoop_Fairy_Intro |= Are you willing to get a baby Bump?
Bumbabloopfnoop_Fairy_1 |= The Buzzybodies used to buzz around the babies until they woke up. Can you bring anything to do that job here in the Bumbabloopfnoop Nursery Ring? One of your bees, perhaps?
Bumbabloopfnoop_Fairy_1_Success |= Fribbulous wonderpips! The baby is awake! Looks as pale as Misty Moon though... can you bring it some dark fruit to help put some purple in its glurple?
Bumbabloopfnoop_Fairy_1_Failed |= Hmm. Very kind of you but it doesn't seem to have worked. Maybe you'd better buzz off and think of something else to bring!
Bumbabloopfnoop_Fairy_2_Success |= Oooh, the baby has sprouted and looks a good colour!
Bumbabloopfnoop_Fairy_2_Success |= Fandabulous! Now, it'll need to rest until tomorrow, when it'll need a drink of something sticky and delicious to entice it out of the ground.
Bumbabloopfnoop_Fairy_2_Failed |= Nopey-dopey, they are still too pale. Have you tried looking for berries at night? It's darker then.
Bumbabloopfnoop_Fairy_3_Success |= Twinkytabulations! You've grown your very own Bumbabloopfnoop. It will be loyal to you and your kin for generations. It will help you in combat against monsters, fertilise your plants and has the tastiest milk on this side of Loopidoo Lake. Farewell, my lickle pickle! Good luck Fel-child!
Bumbabloopfnoop_Fairy_3_Failed |= That doesn't seem to have been tasty enough. It needs to be something really sticky and tasty. Perhaps some really Yummy local produce?

BefriendTitle |= Befriend Worzel Scrumpy
BefriendDesc |= Raise Worzel Scrumpy's Friendship level via gifting or doing Favours if he asks for one.\nOnly the first gift of the day grants FP, and beware of people's Likes and Dislikes, which you can sometimes find out from gossip given by folk when you gift them items or from being lucky or unlucky and gifting them a Liked or Disliked item! Ned has already told you that his Dad likes Apples, Pikes and Candy Hares. Worzel lives in Testy Acres, to the south of your farm and Druida's Cross.

MeetPriestTitle |= Meet the High Priest in Loverwood
MeetPriestDesc |= Head to Loverwood and talk to the High Priest to find out all about his services.
MarriageRecipe |= Meet the priest in Loverwood to get the recipe.
Day6MarriageStep |= Bake a fresh new Pie of You and I.
Day7MarriageStep |= Give the Pie of You and I to the Priest in Loverwood.
Day7BandStep |= Deliver the Binding Band to your betrothed!

VisitSiblingTitle |= Visit your Sibling
VisitSiblingDesc |= Go and talk to your sibling in the centre of Festival Green, before they leave for the north at the end of the day.

GotFilifryth_Heading |= The Filifryth likes you!
GotFilifryth_Content |= It is now yours to command.
