Pickup_Kynseed |= 킨시드
Pickup_Description_452 |= 웃음 소리 장미.
Pickup_453 |= 돼지고기 나무 씨앗
Pickup_Description_453 |= 뿌려보세요.
Pickup_454 |= 펀플라워 씨앗
Pickup_Description_454 |= 행복이 찾아와서 그 씨앗을 퍼뜨립니다.
Pickup_455 |= 송스트렐 씨앗
Pickup_Description_455 |= 이것을 심어 달콤한(옥수수) 음악을 만들어보세요.
Pickup_456 |= 송스트렐 꽃
Pickup_Description_456 |= 어조가 마음에 들지 않아요.
Pickup_457 |= 분홍 염료
Pickup_Description_457 |= 가수를 향한 살해 협박이 아닙니다!
Pickup_458 |= 초록 염료
Pickup_Description_458 |= 멋져 보이게 합니다.
Pickup_459 |= 참마
Pickup_Description_459 |= 마치 접착제를 먹는 것과 같습니다. 실제로 그렇거든요.
Pickup_460 |= 구미얌 파이
Pickup_Description_460 |= 이 페이스트리는 서두르지 않아도 됩니다.
Pickup_461 |= 피시위시 파이
Pickup_Description_461 |= 지니에 부스러기를 묻히지 마세요.
Pickup_462 |= 요정 케이크
Pickup_Description_462 |= 너무 가벼워서 날아갑니다.
Pickup_463 |= 핏빛 빨강 염료
Pickup_Description_463 |= 당신은 머리에, 나는 케첩에.
Pickup_464 |= 블론드 염료
Pickup_Description_464 |= 플래티넘이 사라졌습니다.
Pickup_465 |= 검정 염료
Pickup_Description_465 |= 제트 워시.
Pickup_466 |= 회색 염료
Pickup_Description_466 |= 50가지가 아닌 단 하나의 그늘.
Pickup_467 |= 진저 염료
Pickup_Description_467 |= 매콤한 색상.
Pickup_468 |= 갈색 염료
Pickup_Description_468 |= 바지에 흘리지 마세요.
Pickup_469 |= 파랑 염료
Pickup_Description_469 |= 담청색을 원하시나요?
Pickup_470 |= H.페퍼의 네이밍 너트
Pickup_Description_470 |= 내 손님이 되어주세요.
Pickup_471 |= 흰 장미
Pickup_Description_471 |= 결혼을 시작하는 데 사용합니다.
Pickup_472 |= 당신과 나의 파이
Pickup_Description_472 |= 결혼 의식을 위한 전통 파이. 대사제에게는 신선한 파이가 필요합니다.
Pickup_473 |= 당신과 나의 파이
Pickup_Description_473 |= 참풀, 참풀, 참풀.
Pickup_474 |= 사과 빵
Pickup_Description_474 |= 사과, 생강, 나이트베리.
Pickup_484 |= 호박
Pickup_Description_484 |= 여기가 약간 찌그러졌네요.
Pickup_485 |= 상추
Pickup_Description_485 |= 빙산의 일각에 불과합니다.
Pickup_486 |= 래디시
Pickup_Description_486 |= 멋지네요.
Pickup_489 |= 난초
Pickup_Description_489 |= 어린 오크가 아닙니다.
Pickup_490 |= 해바라기
Pickup_Description_490 |= 기름은 젠장, 키가 크네.
Pickup_491 |= 엉겅퀴
Pickup_Description_491 |= 패트릭의 소유입니다.
Pickup_492 |= 분홍 장미
Pickup_Description_492 |= 가시 공장.
Pickup_493 |= 카모마일
Pickup_Description_493 |= 완전히 평온합니다.
Pickup_494 |= 개박하
Pickup_Description_494 |= 낮잠을 자고 나서 먹습니다.
Pickup_495 |= 생강
Pickup_Description_495 |= 스포티한 느낌의 고급스러운 아기 향신료입니다.
Pickup_496 |= 호박 파이
Pickup_Description_496 |= 안녕, 위니들.
Pickup_497 |= 페기 수프
Pickup_Description_497 |= 싹 트기 시작한 서양호랑가시나무의 잔가지를 넣어주세요.
Pickup_498 |= 덤불의 모음곡
Pickup_Description_498 |= 저 언덕을 올라갔나요?
Pickup_499 |= 호지포드게스토지
Pickup_Description_499 |= 함께 던져진 재료는 함께 토해냅니다.
Pickup_500 |= 수프 허만
Pickup_Description_500 |= 이걸 하려면 강철 같은 배짱이 필요합니다.
Pickup_503 |= 보리 씨앗
Pickup_Description_503 |= 홉스 킵과 점프.
Pickup_504 |= 호박 씨앗
Pickup_Description_504 |= 길러졌습니다.
Pickup_505 |= 상추 씨앗
Pickup_Description_505 |= 빙산의 일각.
Pickup_506 |= 토끼 콘돌
Pickup_Description_506 |= 토끼를 일어서게 하세요.
Pickup_507 |= 해바라기 씨앗
Pickup_Description_507 |= 작은 것에서 거인이 자랍니다.
Pickup_481 |= 장어
Pickup_Description_481 |= 길쭉하군요.
Pickup_482 |= 창꼬치
Pickup_Description_482 |= 그냥 물고기일 뿐이에요, 멍청아.
Pickup_483 |= 바벨
Pickup_Description_483 |= 꽤 무겁습니다.
Pickup_161 |= 아연 광석
Pickup_Description_161 |= 당신을 축복합니다!
Pickup_508 |= 래디시 씨앗
Pickup_Description_508 |= 당신을 말로 만듭니다.
Pickup_15 |= 보리
Pickup_Description_15 |= 찰리 팔리가 좋아합니다.
Pickup_509 |= 프레일 우상
Pickup_Description_509 |= 적 한 명을 허수아비로 변신시킵니다.
Pickup_177 |= 와드 몰드
Pickup_Description_177 |= 대장간에서 사용하는 금형입니다.
Pickup_174 |= 장신구 몰드
Pickup_Description_174 |= 대장간에서 사용하는 금형입니다.
Pickup_213 |= 아연 삽
Pickup_Description_213 |= 마음에 듭니다.
Pickup_212 |= 아연 낫
Pickup_Description_212 |= 자르세요.
Pickup_510 |= 아연 양동이
Pickup_Description_510 |= 진실을 감당할 수 없습니다.
Pickup_265 |= 루미늄 와드
Pickup_Description_265 |= 밝게 빛나라! 전투 전에 이 보호구를 착용하면 파첸의 피해를 일정 확률로 줄일 수 있습니다.
Pickup_210 |= 아연 와드
Pickup_Description_210 |= 이 와드를 전투에 장착하면 님프 블롭 노드 효과에 실패할 확률이 있습니다...
Pickup_199 |= 구리 와드
Pickup_Description_199 |= 이 와드를 전투에 착용하면 밴시의 비명 공격력이 감소합니다.
Pickup_243 |= 주석 와드
Pickup_Description_243 |= 전투 전에 이 와드를 착용하면 홉, 놉, 롭의 공격력이 감소합니다.
Pickup_204 |= 아연 검
Pickup_Description_204 |= 종이 검보다 낫습니다. 힘 vs 님프.
Pickup_196 |= 구리 장신구
Pickup_Description_196 |= 마음의 준비를 하세요.
Pickup_262 |= 루미늄 장신구
Pickup_Description_262 |= 가벼운 착용감.
Pickup_240 |= 주석 장신구
Pickup_Description_240 |= 쳇스케이트.
Pickup_207 |= 아연 장신구
Pickup_Description_207 |= 그럴 필요가 없습니다.
Pickup_511 |= 호박 파이
Pickup_Description_511 |= 호박, 당근, 생강.
Pickup_512 |= 페기 수프
Pickup_Description_512 |= 바벨, 당근, 래디시.
Pickup_513 |= 호지포드게스토지
Pickup_Description_513 |= 래디시, 장어, 순무.
Pickup_514 |= 수프 허만
Pickup_Description_514 |= 호박, 개박하, 가스가 찬 사과.
Pickup_515 |= 덤불의 모음곡
Pickup_Description_515 |= 딸기, 구스베리, 포도.
Pickup_523 |= 빗물고기 위치 2
Pickup_Description_523 |= 구름이 울면 나타납니다,\n 빗물고기는 자신의 이름과 같은 것을 좋아합니다.
Pickup_524 |= 상추 위치 1
Pickup_Description_524 |= 멜로우필드의 정원에서는\n 상추가 엄청난 양으로 자랍니다.
Pickup_525 |= 상추 위치 2
Pickup_Description_525 |= 퀼이 얼어 붙으면\n 상추는 재채기를 피하기 위해 숨습니다.
Pickup_526 |= 상추 사용법
Pickup_Description_526 |= 상추잎을 생으로 먹으면\n 먹은 사람이 방귀를 뀌게 됩니다.
Pickup_527 |= 래디시 위치 1
Pickup_Description_527 |= 래디쉬는 호기심 많은 표정을 가지고 있습니다.\n 멜로우브룩 안팎에서 발견됩니다.
Pickup_528 |= 래디시 위치 2
Pickup_Description_528 |= 래디쉬는 태양의 얼굴을 좋아하지 않으므로\n 다른 계절에는 그 자리를 차지합니다.
Pickup_529 |= 래디시 사용법
Pickup_Description_529 |= 래디쉬는 빨갛고 쉽게 익지만,\n 음란한 바람을 일으키니 조심하세요.
Pickup_530 |= 포도 위치 1
Pickup_Description_530 |= 멜로우필드의 포도나무에서 발견되는\n 포도는 가장 맛있는 와인을 만듭니다.
Pickup_531 |= 포도 위치 2
Pickup_Description_531 |= 눈과 얼음이 생기고 시들고,\n포도가 여기로 나오도록 하세요.
Pickup_532 |= 포도 사용법
Pickup_Description_532 |= 포도는 술을 만들고 술은 괜찮아요\n 다 마셔요 거기 취한 것 같아요 사랑해요오오오!
Pickup_533 |= 밀 위치 1
Pickup_Description_533 |= 밀은 멜로우 흙에서 강하게 자라며\n 프레일은 작물이 다치지 않게 돌봅니다.
Pickup_534 |= 밀 위치 2
Pickup_Description_534 |= 햇빛이 비치고 비가 내립니다.\n 곡물을 수확하는 두 계절이 있습니다.
Pickup_535 |= 밀 사용법
Pickup_Description_535 |= 방앗간 안에 돌에 밀을 넣으면\n 밀가루 자루가 가득 채워집니다.
Pickup_536 |= 보리 위치 1
Pickup_Description_536 |= 보리는 홉과 보리 점프,\n멜로우필드의 비옥한 덩어리에서.
Pickup_537 |= 보리 위치 2
Pickup_Description_537 |= 겨울이 오고, 봄이 지나면\n보리 씨앗은 자신의 일을 합니다.
Pickup_538 |= 보리 사용법
Pickup_Description_538 |= 보리는 술의 뿌리인데,\n너무 많이 마셔서 생각이 나지 않습니다.
Pickup_539 |= 당근 위치 1
Pickup_Description_539 |= 베일에는 가장 영리한 앵무새보다,\n 더 똑똑한 당근이 서식하고 있습니다.
Pickup_540 |= 당근 위치 2
Pickup_Description_540 |= 당근은 매우 단단하고\n 일년 내내 파디를 좋아합니다.
Pickup_541 |= 당근 사용법
Pickup_Description_541 |= 당근은 그림자를 밝게 만듭니다,\n 그날 밤 깨어있을 수 있다면!
Pickup_542 |= 양배추 위치 1
Pickup_Description_542 |= 베일 사람들은 콩과 식물은 좋아하지 않지만\n 양배추 꽃은 좋아합니다.
Pickup_543 |= 양배추 위치 2
Pickup_Description_543 |= 양배추는 더위도 추위도,\n 비도 햇빛도 두려워하지 않습니다.
Pickup_544 |= 양배추 사용법
Pickup_Description_544 |= 양배추는 모양과 맛이 너무 밋밋하지만\n 전혀 끌리지 않습니다!
Pickup_545 |= 사과 위치 1
Pickup_Description_545 |= 드루이다의 씨앗은 육즙이 많은 과육을 가지고 있으며,\n 베일에서 신선합니다.
Pickup_546 |= 사과 위치 2
Pickup_Description_546 |= 드루이다가 맛있는 물건을 숨깁니다.\n 가을의 홍수 이후 눈이 내릴 때.
Pickup_547 |= 사과 사용법
Pickup_Description_547 |= 에너지가 고갈되어도\n 사과가 계속해서 일할 수 있도록 도와드릴 수 있습니다.
Pickup_548 |= 배 위치 1
Pickup_Description_548 |= 베일에서는 신선하고 달콤하며\n 그다지 희귀하지 않은 아름다운 배를 찾을 수 있습니다.
Pickup_549 |= 배 위치 2
Pickup_Description_549 |= 얼음 폭풍과 차가운 공기는\n 베일의 가장 달콤한 배에 결코 닿지 않을 것입니다.
Pickup_550 |= 배 사용법
Pickup_Description_550 |= 피곤함이 집에 찾아오면\n 맛있는 배 한 개가 활력을 불어넣을 수 있습니다.
Pickup_551 |= 딸기 위치 1
Pickup_Description_551 |= 베일 사람들은 이 달콤하고 달콤한 베리를 좋아합니다.\n 골든 체리보다 더 좋아합니다.
Pickup_552 |= 딸기 위치 2
Pickup_Description_552 |= 일년 중 처음 3계절 동안에는\n나무 아래에서 딸기가 자랍니다.
Pickup_553 |= 딸기 사용법
Pickup_Description_553 |= 딸기는 잼을 매우 달콤하게 만들고,\n 매력을 더해 줍니다.
Pickup_554 |= 블루베리 위치 1
Pickup_Description_554 |= 매우 파란색이고 매우 맛있는,\n 인생이 서두르지 않는 무성한 베일에서.
Pickup_555 |= 블루베리 위치 2
Pickup_Description_555 |= 봄, 여름, 가을은 즐거운 계절입니다.\n 그리고 블루베리 맛이 매우 달콤해집니다.
Pickup_556 |= 블루베리 사용법
Pickup_Description_556 |= 블루베리잼은 향긋한향이 나서\n선물로도 줄 수 있고 하루가 잘 풀리네요.
Pickup_557 |= 가스가 찬 사과 위치 1
Pickup_Description_557 |= 때로는 사과가 상당히 상태가 나빠지거나,\n 가스가 많이 발생하는 경우도 있습니다.
Pickup_558 |= 가스가 찬 사과 위치 2
Pickup_Description_558 |= 다른 과일보다 단단하지만\n그렇게 좋지는 않아서 그 점에 대해서는 논란의 여지가 있습니다.
Pickup_559 |= 가스가 찬 사과 사용법
Pickup_Description_559 |= 가스가 많은 사과가 배를 채웁니다.\n 가장 강력하고 냄새나는 바람과 함께.
Pickup_560 |= 토마토 위치 1
Pickup_Description_560 |= 토마토는 창백한 사람을 쫓아낸다는데,\n그 토마토가 베일 안에 있다는 걸 알았어요.
Pickup_561 |= 토마토 위치 2
Pickup_Description_561 |= 겨울에는 토마토를\n생으로 먹기에는 너무 아픕니다.
Pickup_562 |= 토마토 사용법
Pickup_Description_562 |= 더 많은 혜택을 원하시나요? \n 식사에 토마토를 추가하세요.
Pickup_563 |= 구스베리 위치 1
Pickup_Description_563 |= 끈적, 끈적, 끈적,\n섬머다운에는 열매가 떠돌아다닙니다.
Pickup_564 |= 구스베리 위치 2
Pickup_Description_564 |= 구스베리는 왔다가 갑니다.\n 하지만 눈이 오면 절대 오지 않아요.
Pickup_565 |= 구스베리 사용법
Pickup_Description_565 |= 영혼들이 못되게 구는 것을 막기 위해,\n 구스베리 그린을 던지기만 하면 됩니다.
Pickup_566 |= 나이트베리 위치 1
Pickup_Description_566 |= 나이트베리는 9개의 어두운 종소리가\n선명하게 울릴 때만 나타납니다.
Pickup_567 |= 나이트베리 위치 2
Pickup_Description_567 |= 농장을 가로지르는 얼음 입김 유령,\n나이트베리는 몸을 따뜻하게 유지하기 위해 잠을 잠니다.
Pickup_568 |= 나이트베리 사용법
Pickup_Description_568 |= 나이트베리는 부스트와 속도를 제공하므로\n 수면이 필요하지 않습니다.
Pickup_569 |= 구미 위치 1
Pickup_Description_569 |= 요정들은 무엇이 그렇게 맛있다고 생각하나요?\n 구미라고 불리는 끈적끈적한 버섯!
Pickup_570 |= 구미 위치 2
Pickup_Description_570 |= 거품이 터지고 이상한 안개가 자욱해지면\n 구미 버섯이 잠에서 깨어납니다.
Pickup_571 |= 구미 사용법
Pickup_Description_571 |= 구미는 몸통을 두껍게 만들고\n 달릴 때 사람들이 달라붙습니다.
Pickup_572 |= 참마 위치 1
Pickup_Description_572 |= 요정의 나라에 있는 이상한 나무 수액,\n손에서 떼어내기가 어렵습니다!
Pickup_573 |= 참마 위치 2
Pickup_Description_573 |= 보라색 숲 위로 낯선 태양이 떠오르면\n낯선 나무들이 빛을 발하며 선물을 건넵니다.
Pickup_574 |= 참마 사용법
Pickup_Description_574 |= 참마는 강인하고 힐링이 되는 술을 만듭니다.\n 눈이 무겁지만 주의하세요.
Pickup_578 |= 설탕 자두 위치 1
Pickup_Description_578 |= 노움과 요정은 결코 무뚝뚝하지 않습니다.\n 그들이 설탕 자두를 따는 동안 말이죠.
Pickup_579 |= 설탕 자두 위치 2
Pickup_Description_579 |= 2의 배수인 날에는 \n 설탕 자두가 진짜로 피어날 것입니다.
Pickup_580 |= 설탕 자두 사용법
Pickup_Description_580 |= 설탕 자두로 직원들을 행복하게 하고,\n치유하고, 멍청하게 만드세요.
Pickup_581 |= 엘더베리 위치 1
Pickup_Description_581 |= 드라이어드가 돌아다니는 헨지 너머에는\n 엘더베리가 보금자리를 마련합니다.
Pickup_582 |= 엘더베리 위치 2
Pickup_Description_582 |= 꽃가루가 에버그린 공기를 가득 채우면\n 엘더베리는 은신처에 숨습니다.
Pickup_583 |= 엘더베리 사용법
Pickup_Description_583 |= 엘더베리는 진실과 현명함을 가져오지만\n 슬픔이 당신의 마음을 사로잡습니다.
Pickup_584 |= 황혼 체리 위치 1
Pickup_Description_584 |= 퍽과 모스맨이 한가롭게 수다를 떠는 사이,\n황혼 체리가 장밋빛 모자를 벗어 던집니다.
Pickup_585 |= 황혼 체리 위치 2
Pickup_Description_585 |= 황혼 체리는 언제 자랄까요?\n 맞혀보세요, 절대 알 수 없습니다!
Pickup_586 |= 황혼 체리 사용법
Pickup_Description_586 |= 이웃이 미워요?\n황혼 체리가 말썽을 일으켜요!
Pickup_590 |= 난초 위치 1
Pickup_Description_590 |= 난초는 달콤한 노란색 꽃들 사이에서\n아무 때나 자랍니다.
Pickup_591 |= 난초 위치 2
Pickup_Description_591 |= 여름과 가을에는 항상 난초 향이\n은은하게 퍼집니다.
Pickup_592 |= 난초 사용법
Pickup_Description_592 |= 난초는 지친 마음에 동기를 부여하고\n요정처럼 달콤한 향기를 풍깁니다.
Pickup_593 |= 해바라기 위치 1
Pickup_Description_593 |= 정원의 담벼락에서 볼 수 있는 해바라기는\n키가 엄청나게 자랍니다.
Pickup_594 |= 해바라기 위치 2
Pickup_Description_594 |= 봄과 여름이 하늘을 지배할 때,\n해바라기가 높이 뻗어 있나요?
Pickup_595 |= 해바라기 사용법
Pickup_Description_595 |= 해바라기가 당신을 하늘처럼 키우지만,\n잠은 작별 인사를 할 수 있습니다.
Pickup_596 |= 엉겅퀴 위치 1
Pickup_Description_596 |= 엉겅퀴는 당신의 손을 따끔거리게 합니다.\n 너무 두껍게 깔린 부드러운 스크럽에서.
Pickup_597 |= 엉겅퀴 위치 2
Pickup_Description_597 |= 봄? 여름? 가을? 겨울?\n 엉겅퀴가 당신의 뒤통수를 찌릅니다.
Pickup_598 |= 엉겅퀴 사용법
Pickup_Description_598 |= 용감한 자만이 엉겅퀴를 꺾을 수 있고,\n호루라기를 적시는 것도 용감한 자만이 할 수 있습니다.
Pickup_599 |= 분홍 장미 위치 1
Pickup_Description_599 |= 멜로우필드의 초록빛 정원에는\n언제나 장미 덤불 향기가 가득합니다.
Pickup_600 |= 분홍 장미 위치 2
Pickup_Description_600 |= 장미는 추위를 싫어하고,\n햇빛이 쏟아질 때까지 발견되지 않습니다.
Pickup_601 |= 분홍 장미 사용법
Pickup_Description_601 |= 장미를 물약에 넣으면,\n가장 단순한 동작으로 공기를 향기롭게 합니다.
Pickup_602 |= 민들레 위치 1
Pickup_Description_602 |= 민들레는 시간을 알려주는 흔한 꽃이지만,\n 시간만 알려줍니다.
Pickup_603 |= 민들레 위치 2
Pickup_Description_603 |= 민들레는 두려워하지 않고, \n 일년 내내 자랑스럽게 서 있습니다!
Pickup_604 |= 민들레 사용법
Pickup_Description_604 |= 민들레 꽃의 씨앗을 보세요.\n 현재 시간을 가리키고 있습니다!
Pickup_605 |= 뻐꾸기 이슬 위치 1
Pickup_Description_605 |= 뻐꾸기 이슬은 주위에 푸른 꽃이 핀\n 나무 그루터기 옆에서 찾을 수 있습니다.
Pickup_606 |= 뻐꾸기 이슬 위치 2
Pickup_Description_606 |= 뻐꾸기 이슬은 가을을 피합니다,\n 그 시간을 전혀 좋아하지 않습니다!
Pickup_607 |= 뻐꾸기 이슬 사용법
Pickup_Description_607 |= 치료사의 친구 뻐꾸기 이슬,\n 그 유용성은 끝이 없습니다.
Pickup_608 |= 무덤 라일락 위치 1
Pickup_Description_608 |= 고대인들이 누워있는 곳,\n그들의 돌무덤 라일락 잎사귀 옆으로.
Pickup_609 |= 무덤 라일락 위치 2
Pickup_Description_609 |= 무덤 라일락은 더운 것을 좋아하지 않으니\n여름에는 자라지 않습니다.
Pickup_610 |= 무덤 라일락 사용법
Pickup_Description_610 |= 무덤 라일락은 사악한 기는 자를 쫓아내고,\n엿보는 자에게 이상한 환영을 선사합니다.
Pickup_611 |= 블러드퓨 위치 1
Pickup_Description_611 |= 지상에 있는 이상한 페이 조각상 옆에서\n블러드퓨 찾을 수 있습니다.
Pickup_612 |= 블러드퓨 위치 2
Pickup_Description_612 |= 대지가 하얗게 물들면\n블러드퓨는 몸을 피하고 날아갑니다.
Pickup_613 |= 블러드퓨 사용법
Pickup_Description_613 |= 침을 뱉는 분들을 위한 유용한 팁,\n달콤한 블러드퓨 잎을 씹어 드세요.
Pickup_614 |= 앵초 위치 1
Pickup_Description_614 |= 앵초는 흰껍질나무 가지 아래에서\n 자유롭게 자랍니다.
Pickup_615 |= 앵초 위치 2
Pickup_Description_615 |= 여름의 태양과 가을의 비,\n 앵초는 두 가지 고통을 모두 피합니다.
Pickup_616 |= 앵초 사용법
Pickup_Description_616 |= 앵초는 간직할 수 있는 매력을 주지만,\n 잠이 드는 경우가 많습니다.
Pickup_617 |= 로맨스의 장미 위치 1
Pickup_Description_617 |= 로맨틱한 장미는 꽃잎을 붉게 드러내고,\n 러버우드의 돌로 만든다고 합니다.
Pickup_618 |= 로맨스의 장미 위치 2
Pickup_Description_618 |= 낮과 밤, 일 년 내내\n 로맨스의 장미가 환하게 피어납니다.
Pickup_619 |= 로맨스의 장미 사용법
Pickup_Description_619 |= 장미를 선물해 데이트를 시작하고,\n 즉시 받고 늦지 마세요!
Pickup_620 |= 양귀비 위치 1
Pickup_Description_620 |= 포피 레드, 포피 레드,\n 빵의 고향 섬머다운에서.
Pickup_621 |= 양귀비 위치 2
Pickup_Description_621 |= 양귀비는 아주 아름다운 조각이 자고 있을 때\n 오로레의 머리카락에서 꿈결처럼 흘러내립니다.
Pickup_622 |= 양귀비 사용법
Pickup_Description_622 |= 양귀비 꽃은 당신을 기사처럼 강하게 만들지만\n잠을 자고 이상한 광경을 볼 수도 있습니다.
Pickup_623 |= 고개숙인 낸시 위치 1
Pickup_Description_623 |= 서머다운의 폐허 옆에서\n 고개를 숙인 낸시가 인상을 찌푸립니다.
Pickup_624 |= 고개숙인 낸시 위치 2
Pickup_Description_624 |= 고개를 숙인 낸시는 여름의 무더위가 기승을 부릴 때\n 고개를 숨깁니다.
Pickup_625 |= 고개숙인 낸시 사용법
Pickup_Description_625 |= 고개숙인 낸시는 잠자는 잡초이지만\n 지능과 속도를 높일 수 있습니다.
Pickup_626 |= 흰 장미 위치 1
Pickup_Description_626 |= 결혼의 꽃, 흰 장미는\n연인의 설렘이 피어나는 나무에서 자랍니다.
Pickup_627 |= 흰 장미 위치 2
Pickup_Description_627 |= 흰 장미는 계절의 빛에 따라 꽃을 피우지만\n겨울의 추위에는 보이지 않게 숨어버립니다.
Pickup_628 |= 흰 장미 사용법
Pickup_Description_628 |= 사랑하는 사람에게 흰 장미를 선물하고,\n하늘을 향해 청혼하세요.
Pickup_629 |= 연인의 송로버섯 위치 1
Pickup_Description_629 |= 나무가 잠든 흙더미 옆,\n 깊은 곳에 묻힌 연인의 송로버섯.
Pickup_630 |= 연인의 송로버섯 위치 2
Pickup_Description_630 |= 가을비가 땅을 적시고\n 겨울에도 찾을 수 있습니다.
Pickup_631 |= 연인의 송로버섯 사용법
Pickup_Description_631 |= 연인의 송로버섯은 친밀한 순간을 더욱 풍성하게 만들어주는\n 벽한 아이템입니다.
Pickup_632 |= 참풀 위치 1
Pickup_Description_632 |= 축축한 개울가에\n 참풀이 누워서 낮잠을 자고 있습니다.
Pickup_633 |= 참풀 위치 2
Pickup_Description_633 |= 참풀은 눈을 좋아하지 않으니\n 나중에 딸 수 있을 때 따세요.
Pickup_634 |= 참풀 사용법
Pickup_Description_634 |= 매력과 속도를 중시한다면\n 항상 멋진 참풀을 사용하세요.
Pickup_635 |= 작은 수액 위치 1
Pickup_Description_635 |= 티르 나 노그의 비밀 공터에서는\n 작은 수액이 신비한 통나무에서 스며나옵니다.
Pickup_636 |= 작은 수액 위치 2
Pickup_Description_636 |= 예배를 드리는 날\n 깊은 곳에서 시든 나무를 찾습니다.
Pickup_637 |= 작은 수액 사용법
Pickup_Description_637 |= 작은 수액은 부풀어오른 배를 수축시킵니다.\n 하지만 당신의 몸도 줄어들거에요!
Pickup_638 |= 펀플라워 위치 1
Pickup_Description_638 |= 펀플라워 댄스, 펀플라워 노래!\n요정 날개로 부채질한 그들을 찾아보세요.
Pickup_639 |= 펀플라워 위치 2
Pickup_Description_639 |= 펀플라워 춤, 펀플라워 흔들기!\n안개에게 손을 흔들며 떠나갑니다.
Pickup_640 |= 펀플라워 사용법
Pickup_Description_640 |= 펀플라워는 뻔뻔스럽고 해를 끼치지 않으며,\n 긍정적인 에너지와 많은 매력을 줍니다.
Pickup_641 |= 송스트렐 위치 1
Pickup_Description_641 |= 기묘한 풀들이 바닥에 늘어선 헨지 문 사이로\n그들의 노래를 들어보세요.
Pickup_642 |= 송스트렐 위치 2
Pickup_Description_642 |= 음악적 놀라움을 듣지 않는 한\n송스트렐을 일으킬 수는 없습니다.
Pickup_643 |= 송스트렐 사용법
Pickup_Description_643 |= 송스트렐은 험담을 흐르게 하고,\n상처와 상처에 심각한 타격을 줍니다.
Pickup_644 |= 달 가시 위치 1
Pickup_Description_644 |= 달 가시가 잠든 그루터기를 찾은 다음\n나무에 꿀을 붓습니다.
Pickup_645 |= 달 가시 위치 2
Pickup_Description_645 |= 한 계절에 한 번만 꺾을 수 있으므로\n서두르는 것이 좋습니다!
Pickup_646 |= 달 가시 사용법
Pickup_Description_646 |= 매일 사용하는 향기로운 산사나무는 여러 가지 면에서\n더 많은 성장을 가져다줍니다.
Pickup_650 |= 마가목 열매 위치 1
Pickup_Description_650 |= 그린맨이 보이는 곳을 보면\n마가목 열매를 찾을 수 있습니다.
Pickup_651 |= 마가목 열매 위치 2
Pickup_Description_651 |= 마가목 열매가 싹을 틔워\n반려동물이 따라다니면 얻을 수 있습니다.
Pickup_652 |= 마가목 열매 사용법
Pickup_Description_652 |= 병 없이 성장하고 싶으신가요?\n 마가목 열매는 좋은 흠집을 남깁니다.
Pickup_653 |= 율리시스 위치 1
Pickup_Description_653 |= 드라이아드는 율리시스 유미를 찾습니다.\n 부드럽고 매끄러운 잎이 배를 감싸줍니다.
Pickup_654 |= 율리시스 위치 2
Pickup_Description_654 |= 율리시스는 저주와 부자연스러운 병이 없을 때만\n뽑을 수 있습니다.
Pickup_655 |= 율리시스 사용법
Pickup_Description_655 |= 율리시스는 복통에 도움이 되며,\n이제 생생한 시야를 확보할 수 있습니다.
Pickup_656 |= 카모마일 위치 1
Pickup_Description_656 |= 부드러운 새소리가 당신을 미소 짓게 하는 곳,\n카모마일이 있습니다.
Pickup_657 |= 카모마일 위치 2
Pickup_Description_657 |= 봄이 오면, 여름의 미소를,\n가을이 오면, 카모마일!
Pickup_658 |= 카모마일 사용법
Pickup_Description_658 |= 카모마일은 쉽게 쓰러지고,\n 코를 꽤 쉽게 고게 만듭니다.
Pickup_659 |= 개박하 위치 1
Pickup_Description_659 |= 캣닙은 생각할 거리를 제공합니다.\n 멜로우 필드에서 따거나 구입하세요.
Pickup_660 |= 개박하 위치 2
Pickup_Description_660 |= 캣닢은 달려가서 숨는다.\n 눈이 펑펑 내리는 겨울날.
Pickup_661 |= 개박하 사용법
Pickup_Description_661 |= 모든 두려움에 직면하고 싶으십니까?\n 개박하는 당신의 귀를 더 용감하게 만들어줍니다.
Pickup_662 |= 생강 위치 1
Pickup_Description_662 |= 멜로우 정원에서는 \n 생강이 침대에 누워 있다고 합니다.
Pickup_663 |= 생강 위치 2
Pickup_Description_663 |= 생강은 신기한 존재입니다.\n 추위를 싫어하고 봄을 싫어합니다.
Pickup_664 |= 생강 사용법
Pickup_Description_664 |= 생강은 생으로 먹거나\n알약으로 복용하면 도움이 됩니다.
Pickup_665 |= 바질 위치 1
Pickup_Description_665 |= 베일 한가운데 깊숙이 내려가면 \n 베일에 싸인 바질을 찾을 수 있습니다.
Pickup_666 |= 바질 위치 2
Pickup_Description_666 |= 일년 내내 아침에,\n 작은 바질 잎들이 태어납니다.
Pickup_667 |= 바질 사용법
Pickup_Description_667 |= 만약 여러분이 피곤한 상태라면,\n 브러시에 바질을 조금 발라보세요.
Pickup_668 |= 백리향 위치 1
Pickup_Description_668 |= 백리향은 무성하고 잎이 무성한 벨리를\n거침없이 지나갑니다.
Pickup_669 |= 백리향 위치 2
Pickup_Description_669 |= 당신이 즐거운 시간을 보낼 때마다 백리향은 날아갑니다.\n 매일 아침 햇살 아래서.
Pickup_670 |= 백리향 사용법
Pickup_Description_670 |= 백리향으로 나쁜 냄새를 잠재우면\n언제나 좋은 냄새가 나게 될 것입니다.
Pickup_671 |= 민트 위치 1
